Total Line Failures,Maximum failed line capacity,Load shed from previous step,Difference in Load Shed,Load,Steady State,Capacity of Failed Ones,Capacity of Failed Ones 2,Failed Line Index,Capacity of Failed One,Time of Failure Event,Accumulation of Failed Capacities,Demand-Loadshed Difference,Generation,Region 0 Failures,Region 1 Failures,Region 2 Failures,Region 3 Failures,Region 4 Failures,Region 5 Failures,Region 0 Topological Factor,Region 1 Topological Factor,Region 2 Topological Factor,Region 3 Topological Factor,Region 4 Topological Factor,Region 5 Topological Factor,Region of Failure,Mean of T,Variance of T
24,0.0,-1.0,-1.0,6976.340000000001,23,50.0,200.0,138,50.0,666.0,666.0,6310.340000000001,6310.506663291066,1,6,5,1,7,4,0.041666666666666664,0.25,0.20833333333333334,0.041666666666666664,0.2916666666666667,0.16666666666666666,"[1, 2, 0, 1, 4, 2, 2, 4, 2, 4, 2, 4, 4, 4, 5, 5, 4, 1, 3, 1, 1, 1, 5, 5]",2.7916666666666665,2.498263888888889
25,0.0,-1.0,-1.0,6976.340000000001,24,50.0,200.0,139,100.0,673.0,673.0,6303.340000000001,6303.692831019861,1,6,5,1,7,5,0.04,0.24,0.2,0.04,0.28,0.2,"[1, 2, 0, 1, 4, 2, 2, 4, 2, 4, 2, 4, 4, 4, 5, 5, 4, 1, 3, 1, 1, 1, 5, 5, 5]",2.88,2.5856
26,0.0,-1.0,-1.0,6976.340000000001,25,50.0,200.0,142,50.0,666.0,666.0,6310.340000000001,6310.618099425689,1,6,5,1,7,6,0.038461538461538464,0.23076923076923078,0.19230769230769232,0.038461538461538464,0.2692307692307692,0.23076923076923078,"[1, 2, 0, 1, 4, 2, 2, 4, 2, 4, 2, 4, 4, 4, 5, 5, 4, 1, 3, 1, 1, 1, 5, 5, 5, 5]",2.9615384615384617,2.6523668639053253
27,0.0,-1.0,-1.0,6976.340000000001,26,50.0,200.0,77,50.0,651.0,651.0,6325.340000000001,6325.1558516773,1,6,6,1,7,6,0.037037037037037035,0.2222222222222222,0.2222222222222222,0.037037037037037035,0.25925925925925924,0.2222222222222222,"[1, 2, 0, 1, 4, 2, 2, 4, 2, 4, 2, 4, 4, 4, 5, 5, 4, 1, 3, 1, 1, 1, 5, 5, 5, 5, 2]",2.925925925925926,2.587105624142661
28,0.0,-1.0,-1.0,6976.340000000001,27,50.0,200.0,106,100.0,822.0,822.0,6154.340000000001,6154.725968211181,1,6,7,1,7,6,0.03571428571428571,0.21428571428571427,0.25,0.03571428571428571,0.25,0.21428571428571427,"[1, 2, 0, 1, 4, 2, 2, 4, 2, 4, 2, 4, 4, 4, 5, 5, 4, 1, 3, 1, 1, 1, 5, 5, 5, 5, 2, 2]",2.892857142857143,2.5242346938775513
29,0.0,-1.0,-1.0,6976.340000000001,28,50.0,200.0,119,50.0,990.0,990.0,5986.340000000001,5986.025123289582,2,6,7,1,7,6,0.06896551724137931,0.20689655172413793,0.2413793103448276,0.034482758620689655,0.2413793103448276,0.20689655172413793,"[1, 2, 0, 1, 4, 2, 2, 4, 2, 4, 2, 4, 4, 4, 5, 5, 4, 1, 3, 1, 1, 1, 5, 5, 5, 5, 2, 2, 0]",2.793103448275862,2.715814506539833
30,0.0,-1.0,-1.0,6976.340000000001,29,50.0,200.0,108,50.0,905.0,905.0,6071.340000000001,6071.750517511035,3,6,7,1,7,6,0.1,0.2,0.23333333333333334,0.03333333333333333,0.23333333333333334,0.2,"[1, 2, 0, 1, 4, 2, 2, 4, 2, 4, 2, 4, 4, 4, 5, 5, 4, 1, 3, 1, 1, 1, 5, 5, 5, 5, 2, 2, 0, 0]",2.7,2.876666666666666
31,0.0,-1.0,-1.0,6976.340000000001,30,50.0,200.0,116,100.0,894.0,894.0,6082.340000000001,6082.464418911954,4,6,7,1,7,6,0.12903225806451613,0.1935483870967742,0.22580645161290322,0.03225806451612903,0.22580645161290322,0.1935483870967742,"[1, 2, 0, 1, 4, 2, 2, 4, 2, 4, 2, 4, 4, 4, 5, 5, 4, 1, 3, 1, 1, 1, 5, 5, 5, 5, 2, 2, 0, 0, 0]",2.6129032258064515,3.0114464099895932
32,0.0,-1.0,-1.0,6976.340000000001,31,50.0,200.0,107,50.0,979.0,979.0,5997.340000000001,5997.464421330491,4,6,7,2,7,6,0.125,0.1875,0.21875,0.0625,0.21875,0.1875,"[1, 2, 0, 1, 4, 2, 2, 4, 2, 4, 2, 4, 4, 4, 5, 5, 4, 1, 3, 1, 1, 1, 5, 5, 5, 5, 2, 2, 0, 0, 0, 3]",2.625,2.921875
33,0.0,-1.0,-1.0,6976.340000000001,32,50.0,200.0,110,50.0,1064.0,1064.0,5912.340000000001,5912.464421340549,5,6,7,2,7,6,0.15151515151515152,0.18181818181818182,0.21212121212121213,0.06060606060606061,0.21212121212121213,0.18181818181818182,"[1, 2, 0, 1, 4, 2, 2, 4, 2, 4, 2, 4, 4, 4, 5, 5, 4, 1, 3, 1, 1, 1, 5, 5, 5, 5, 2, 2, 0, 0, 0, 3, 0]",2.5454545454545454,3.035812672176309
34,0.0,-1.0,-1.0,6976.340000000001,33,50.0,200.0,81,50.0,1064.0,1064.0,5912.340000000001,5912.464421343673,5,6,8,2,7,6,0.14705882352941177,0.17647058823529413,0.23529411764705882,0.058823529411764705,0.20588235294117646,0.17647058823529413,"[1, 2, 0, 1, 4, 2, 2, 4, 2, 4, 2, 4, 4, 4, 5, 5, 4, 1, 3, 1, 1, 1, 5, 5, 5, 5, 2, 2, 0, 0, 0, 3, 0, 2]",2.5294117647058822,2.9550173010380623
35,0.0,-1.0,-1.0,6976.340000000001,34,50.0,200.0,82,100.0,1009.0,1009.0,5967.340000000001,5966.947574732089,5,6,9,2,7,6,0.14285714285714285,0.17142857142857143,0.2571428571428571,0.05714285714285714,0.2,0.17142857142857143,"[1, 2, 0, 1, 4, 2, 2, 4, 2, 4, 2, 4, 4, 4, 5, 5, 4, 1, 3, 1, 1, 1, 5, 5, 5, 5, 2, 2, 0, 0, 0, 3, 0, 2, 2]",2.5142857142857142,2.878367346938776
36,0.0,-1.0,-1.0,6976.340000000001,35,50.0,200.0,60,50.0,936.0,936.0,6040.340000000001,6039.975098297407,5,6,9,2,8,6,0.1388888888888889,0.16666666666666666,0.25,0.05555555555555555,0.2222222222222222,0.16666666666666666,"[1, 2, 0, 1, 4, 2, 2, 4, 2, 4, 2, 4, 4, 4, 5, 5, 4, 1, 3, 1, 1, 1, 5, 5, 5, 5, 2, 2, 0, 0, 0, 3, 0, 2, 2, 4]",2.5555555555555554,2.858024691358025
37,0.0,-1.0,-1.0,6976.340000000001,36,50.0,200.0,56,50.0,986.0,986.0,5990.340000000001,5990.711992402014,5,6,9,2,9,6,0.13513513513513514,0.16216216216216217,0.24324324324324326,0.05405405405405406,0.24324324324324326,0.16216216216216217,"[1, 2, 0, 1, 4, 2, 2, 4, 2, 4, 2, 4, 4, 4, 5, 5, 4, 1, 3, 1, 1, 1, 5, 5, 5, 5, 2, 2, 0, 0, 0, 3, 0, 2, 2, 4, 4]",2.5945945945945947,2.8356464572680795
38,0.0,-1.0,-1.0,6976.340000000001,37,50.0,200.0,50,50.0,970.0,970.0,6006.340000000001,6006.006636996444,5,6,9,2,10,6,0.13157894736842105,0.15789473684210525,0.23684210526315788,0.05263157894736842,0.2631578947368421,0.15789473684210525,"[1, 2, 0, 1, 4, 2, 2, 4, 2, 4, 2, 4, 4, 4, 5, 5, 4, 1, 3, 1, 1, 1, 5, 5, 5, 5, 2, 2, 0, 0, 0, 3, 0, 2, 2, 4, 4, 4]",2.6315789473684212,2.8116343490304723
39,0.0,-1.0,-1.0,6976.340000000001,38,50.0,200.0,14,100.0,838.0,838.0,6138.340000000001,6137.973584857976,5,6,9,2,11,6,0.1282051282051282,0.15384615384615385,0.23076923076923078,0.05128205128205128,0.28205128205128205,0.15384615384615385,"[1, 2, 0, 1, 4, 2, 2, 4, 2, 4, 2, 4, 4, 4, 5, 5, 4, 1, 3, 1, 1, 1, 5, 5, 5, 5, 2, 2, 0, 0, 0, 3, 0, 2, 2, 4, 4, 4, 4]",2.6666666666666665,2.786324786324786
40,0.0,-1.0,-1.0,6976.340000000001,39,50.0,200.0,46,50.0,866.0,866.0,6110.340000000001,6110.543024105898,5,6,9,2,12,6,0.125,0.15,0.225,0.05,0.3,0.15,"[1, 2, 0, 1, 4, 2, 2, 4, 2, 4, 2, 4, 4, 4, 5, 5, 4, 1, 3, 1, 1, 1, 5, 5, 5, 5, 2, 2, 0, 0, 0, 3, 0, 2, 2, 4, 4, 4, 4, 4]",2.7,2.76
41,0.0,-1.0,-1.0,6976.340000000001,40,50.0,200.0,44,100.0,1576.0,1576.0,5400.340000000001,5400.814420448006,5,6,9,2,13,6,0.12195121951219512,0.14634146341463414,0.21951219512195122,0.04878048780487805,0.3170731707317073,0.14634146341463414,"[1, 2, 0, 1, 4, 2, 2, 4, 2, 4, 2, 4, 4, 4, 5, 5, 4, 1, 3, 1, 1, 1, 5, 5, 5, 5, 2, 2, 0, 0, 0, 3, 0, 2, 2, 4, 4, 4, 4, 4, 4]",2.731707317073171,2.732897085068412
42,0.0,-1.0,-1.0,6976.340000000001,41,50.0,200.0,1,100.0,1653.0,1653.0,5323.340000000001,5323.328733240503,5,6,9,2,14,6,0.11904761904761904,0.14285714285714285,0.21428571428571427,0.047619047619047616,0.3333333333333333,0.14285714285714285,"[1, 2, 0, 1, 4, 2, 2, 4, 2, 4, 2, 4, 4, 4, 5, 5, 4, 1, 3, 1, 1, 1, 5, 5, 5, 5, 2, 2, 0, 0, 0, 3, 0, 2, 2, 4, 4, 4, 4, 4, 4, 4]",2.761904761904762,2.705215419501134
43,0.0,-1.0,-1.0,6976.340000000001,42,50.0,200.0,143,50.0,1738.0,1738.0,5238.340000000001,5238.8151029048995,5,6,9,2,14,7,0.11627906976744186,0.13953488372093023,0.20930232558139536,0.046511627906976744,0.32558139534883723,0.16279069767441862,"[1, 2, 0, 1, 4, 2, 2, 4, 2, 4, 2, 4, 4, 4, 5, 5, 4, 1, 3, 1, 1, 1, 5, 5, 5, 5, 2, 2, 0, 0, 0, 3, 0, 2, 2, 4, 4, 4, 4, 4, 4, 4, 5]",2.813953488372093,2.756084369929692
44,0.0,-1.0,-1.0,6976.340000000001,43,50.0,200.0,129,50.0,1784.0,1784.0,5192.340000000001,5191.965294465243,5,6,9,2,14,8,0.11363636363636363,0.13636363636363635,0.20454545454545456,0.045454545454545456,0.3181818181818182,0.18181818181818182,"[1, 2, 0, 1, 4, 2, 2, 4, 2, 4, 2, 4, 4, 4, 5, 5, 4, 1, 3, 1, 1, 1, 5, 5, 5, 5, 2, 2, 0, 0, 0, 3, 0, 2, 2, 4, 4, 4, 4, 4, 4, 4, 5, 5]",2.8636363636363638,2.7995867768595044
45,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,122,50.0,2115.0,2115.0,4861.340000000001,4861.584614369165,6,6,9,2,14,8,0.13333333333333333,0.13333333333333333,0.2,0.044444444444444446,0.3111111111111111,0.17777777777777778,"[1, 2, 0, 1, 4, 2, 2, 4, 2, 4, 2, 4, 4, 4, 5, 5, 4, 1, 3, 1, 1, 1, 5, 5, 5, 5, 2, 2, 0, 0, 0, 3, 0, 2, 2, 4, 4, 4, 4, 4, 4, 4, 5, 5, 0]",2.8,2.915555555555556
3,50.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1138.0,1138.0,5838.340000000001,5838.687932715027,0,0,1,0,0,2,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,"[5, 2, 5]",4.0,2.0
3,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1133.0,1133.0,5843.340000000001,5843.552320505865,0,1,0,2,0,0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,"[1, 3, 3]",2.3333333333333335,0.8888888888888888
3,400.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1085.0,1085.0,5891.340000000001,5891.081648840659,0,0,0,1,1,1,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,"[5, 4, 3]",4.0,0.6666666666666666
3,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1107.0,1107.0,5869.340000000001,5868.84491476451,0,0,1,0,0,2,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,"[2, 5, 5]",4.0,2.0
3,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1189.0,1189.0,5787.340000000001,5787.728189098547,0,0,0,1,1,1,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,"[4, 5, 3]",4.0,0.6666666666666666
3,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,748.0,748.0,6228.340000000001,6227.992089902442,0,1,0,0,1,1,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,"[5, 1, 4]",3.3333333333333335,2.8888888888888893
4,0.0,-1.0,-1.0,6976.340000000001,3,100.0,200.0,38,200.0,855.0,855.0,6121.340000000001,6121.556246893488,0,2,0,0,1,1,0.0,0.5,0.0,0.0,0.25,0.25,"[5, 1, 4, 1]",2.75,3.1875
5,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,9,50.0,914.0,914.0,6062.340000000001,6062.805196489844,0,2,0,0,2,1,0.0,0.4,0.0,0.0,0.4,0.2,"[5, 1, 4, 1, 4]",3.0,2.8
6,0.0,-1.0,-1.0,6976.340000000001,5,50.0,200.0,90,100.0,895.0,895.0,6081.340000000001,6081.380976051711,0,2,0,1,2,1,0.0,0.3333333333333333,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,"[5, 1, 4, 1, 4, 3]",3.0,2.3333333333333335
7,0.0,-1.0,-1.0,6976.340000000001,6,50.0,200.0,33,50.0,777.0,777.0,6199.340000000001,6199.299844943177,0,3,0,1,2,1,0.0,0.42857142857142855,0.0,0.14285714285714285,0.2857142857142857,0.14285714285714285,"[5, 1, 4, 1, 4, 3, 1]",2.7142857142857144,2.4897959183673466
8,0.0,-1.0,-1.0,6976.340000000001,7,50.0,200.0,98,50.0,914.0,914.0,6062.340000000001,6062.405954966574,0,3,1,1,2,1,0.0,0.375,0.125,0.125,0.25,0.125,"[5, 1, 4, 1, 4, 3, 1, 2]",2.625,2.234375
9,0.0,-1.0,-1.0,6976.340000000001,8,50.0,200.0,99,50.0,736.0,736.0,6240.340000000001,6240.723859000642,0,3,2,1,2,1,0.0,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.1111111111111111,"[5, 1, 4, 1, 4, 3, 1, 2, 2]",2.5555555555555554,2.0246913580246915
10,0.0,-1.0,-1.0,6976.340000000001,9,50.0,200.0,105,50.0,851.0,851.0,6125.340000000001,6125.209719595092,0,3,3,1,2,1,0.0,0.3,0.3,0.1,0.2,0.1,"[5, 1, 4, 1, 4, 3, 1, 2, 2, 2]",2.5,1.85
11,0.0,-1.0,-1.0,6976.340000000001,10,50.0,200.0,51,50.0,806.0,806.0,6170.340000000001,6170.220012512559,0,3,3,1,3,1,0.0,0.2727272727272727,0.2727272727272727,0.09090909090909091,0.2727272727272727,0.09090909090909091,"[5, 1, 4, 1, 4, 3, 1, 2, 2, 2, 4]",2.6363636363636362,1.867768595041322
12,0.0,-1.0,-1.0,6976.340000000001,11,50.0,200.0,91,100.0,824.0,824.0,6152.340000000001,6152.011087918779,0,3,3,2,3,1,0.0,0.25,0.25,0.16666666666666666,0.25,0.08333333333333333,"[5, 1, 4, 1, 4, 3, 1, 2, 2, 2, 4, 3]",2.6666666666666665,1.722222222222222
13,0.0,-1.0,-1.0,6976.340000000001,12,50.0,200.0,89,100.0,810.0,810.0,6166.340000000001,6165.954167419057,0,3,3,3,3,1,0.0,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.07692307692307693,"[5, 1, 4, 1, 4, 3, 1, 2, 2, 2, 4, 3, 3]",2.6923076923076925,1.5976331360946747
14,0.0,-1.0,-1.0,6976.340000000001,13,50.0,200.0,100,50.0,759.0,759.0,6217.340000000001,6217.207398322107,0,3,3,4,3,1,0.0,0.21428571428571427,0.21428571428571427,0.2857142857142857,0.21428571428571427,0.07142857142857142,"[5, 1, 4, 1, 4, 3, 1, 2, 2, 2, 4, 3, 3, 3]",2.7142857142857144,1.489795918367347
15,0.0,-1.0,-1.0,6976.340000000001,14,50.0,200.0,42,50.0,744.0,744.0,6232.340000000001,6232.329727607772,0,4,3,4,3,1,0.0,0.26666666666666666,0.2,0.26666666666666666,0.2,0.06666666666666667,"[5, 1, 4, 1, 4, 3, 1, 2, 2, 2, 4, 3, 3, 3, 1]",2.6,1.5733333333333335
16,0.0,-1.0,-1.0,6976.340000000001,15,50.0,200.0,106,100.0,870.0,870.0,6106.340000000001,6106.14362931264,0,4,4,4,3,1,0.0,0.25,0.25,0.25,0.1875,0.0625,"[5, 1, 4, 1, 4, 3, 1, 2, 2, 2, 4, 3, 3, 3, 1, 2]",2.5625,1.49609375
17,0.0,-1.0,-1.0,6976.340000000001,16,50.0,200.0,119,50.0,871.0,871.0,6105.340000000001,6105.588958726637,1,4,4,4,3,1,0.058823529411764705,0.23529411764705882,0.23529411764705882,0.23529411764705882,0.17647058823529413,0.058823529411764705,"[5, 1, 4, 1, 4, 3, 1, 2, 2, 2, 4, 3, 3, 3, 1, 2, 0]",2.411764705882353,1.7716262975778547
18,0.0,-1.0,-1.0,6976.340000000001,17,50.0,200.0,41,100.0,927.0,927.0,6049.340000000001,6049.48599095836,1,5,4,4,3,1,0.05555555555555555,0.2777777777777778,0.2222222222222222,0.2222222222222222,0.16666666666666666,0.05555555555555555,"[5, 1, 4, 1, 4, 3, 1, 2, 2, 2, 4, 3, 3, 3, 1, 2, 0, 1]",2.3333333333333335,1.7777777777777777
19,0.0,-1.0,-1.0,6976.340000000001,18,50.0,200.0,107,50.0,943.0,943.0,6033.340000000001,6033.039301154042,1,5,4,5,3,1,0.05263157894736842,0.2631578947368421,0.21052631578947367,0.2631578947368421,0.15789473684210525,0.05263157894736842,"[5, 1, 4, 1, 4, 3, 1, 2, 2, 2, 4, 3, 3, 3, 1, 2, 0, 1, 3]",2.3684210526315788,1.7063711911357344
20,0.0,-1.0,-1.0,6976.340000000001,19,50.0,200.0,116,100.0,938.0,938.0,6038.340000000001,6038.033809658309,2,5,4,5,3,1,0.1,0.25,0.2,0.25,0.15,0.05,"[5, 1, 4, 1, 4, 3, 1, 2, 2, 2, 4, 3, 3, 3, 1, 2, 0, 1, 3, 0]",2.25,1.8875
21,0.0,-1.0,-1.0,6976.340000000001,20,50.0,200.0,108,50.0,941.0,941.0,6035.340000000001,6034.98452700558,3,5,4,5,3,1,0.14285714285714285,0.23809523809523808,0.19047619047619047,0.23809523809523808,0.14285714285714285,0.047619047619047616,"[5, 1, 4, 1, 4, 3, 1, 2, 2, 2, 4, 3, 3, 3, 1, 2, 0, 1, 3, 0, 0]",2.142857142857143,2.0272108843537415
22,0.0,-1.0,-1.0,6976.340000000001,21,50.0,200.0,138,50.0,947.0,947.0,6029.340000000001,6029.070492338524,3,5,4,5,3,2,0.13636363636363635,0.22727272727272727,0.18181818181818182,0.22727272727272727,0.13636363636363635,0.09090909090909091,"[5, 1, 4, 1, 4, 3, 1, 2, 2, 2, 4, 3, 3, 3, 1, 2, 0, 1, 3, 0, 0, 5]",2.272727272727273,2.289256198347107
23,0.0,-1.0,-1.0,6976.340000000001,22,50.0,200.0,136,50.0,918.0,918.0,6058.340000000001,6058.221332844965,3,5,4,5,3,3,0.13043478260869565,0.21739130434782608,0.17391304347826086,0.21739130434782608,0.13043478260869565,0.13043478260869565,"[5, 1, 4, 1, 4, 3, 1, 2, 2, 2, 4, 3, 3, 3, 1, 2, 0, 1, 3, 0, 0, 5, 5]",2.391304347826087,2.499054820415879
24,0.0,-1.0,-1.0,6976.340000000001,23,50.0,200.0,139,100.0,898.0,898.0,6078.340000000001,6078.616836269375,3,5,4,5,3,4,0.125,0.20833333333333334,0.16666666666666666,0.20833333333333334,0.125,0.16666666666666666,"[5, 1, 4, 1, 4, 3, 1, 2, 2, 2, 4, 3, 3, 3, 1, 2, 0, 1, 3, 0, 0, 5, 5, 5]",2.5,2.6666666666666665
25,0.0,-1.0,-1.0,6976.340000000001,24,50.0,200.0,142,50.0,1037.0,1037.0,5939.340000000001,5939.008993258764,3,5,4,5,3,5,0.12,0.2,0.16,0.2,0.12,0.2,"[5, 1, 4, 1, 4, 3, 1, 2, 2, 2, 4, 3, 3, 3, 1, 2, 0, 1, 3, 0, 0, 5, 5, 5, 5]",2.6,2.8000000000000007
26,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,137,50.0,1097.0,1097.0,5879.340000000001,5879.008993258764,3,5,4,5,3,6,0.11538461538461539,0.19230769230769232,0.15384615384615385,0.19230769230769232,0.11538461538461539,0.23076923076923078,"[5, 1, 4, 1, 4, 3, 1, 2, 2, 2, 4, 3, 3, 3, 1, 2, 0, 1, 3, 0, 0, 5, 5, 5, 5, 5]",2.6923076923076925,2.905325443786982
3,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,932.0,932.0,6044.340000000001,6044.537748120079,0,0,1,0,1,1,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,"[5, 4, 2]",3.6666666666666665,1.5555555555555554
3,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1151.0,1151.0,5825.340000000001,5825.052525468141,0,0,1,0,2,0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,"[4, 2, 4]",3.3333333333333335,0.8888888888888888
3,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1135.0,1135.0,5841.340000000001,5841.259568279521,0,1,0,0,2,0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,"[4, 4, 1]",3.0,2.0
3,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1165.0,1165.0,5811.340000000001,5810.960374446614,0,1,0,0,1,1,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,"[1, 4, 5]",3.3333333333333335,2.8888888888888893
3,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,1066.0,1066.0,5910.340000000001,5910.243108352802,2,0,0,0,1,0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,"[0, 4, 0]",1.3333333333333333,3.555555555555556
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,33,50.0,1067.0,1067.0,5909.340000000001,5909.728291176713,2,1,0,0,1,0,0.5,0.25,0.0,0.0,0.25,0.0,"[0, 4, 0, 1]",1.25,2.6875
3,50.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1106.0,1106.0,5870.340000000001,5870.78992911151,1,1,0,0,0,1,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,"[0, 5, 1]",2.0,4.666666666666667
3,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1103.0,1103.0,5873.340000000001,5873.717008242547,0,0,1,0,0,2,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,"[5, 5, 2]",4.0,2.0
3,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,1155.0,1155.0,5821.340000000001,5821.479982297059,0,0,0,0,3,0,0.0,0.0,0.0,0.0,1.0,0.0,"[4, 4, 4]",4.0,0.0
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,100.0,33,50.0,1060.0,1060.0,5916.340000000001,5916.666575297806,0,1,0,0,3,0,0.0,0.25,0.0,0.0,0.75,0.0,"[4, 4, 4, 1]",3.25,1.6875
3,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1131.0,1131.0,5845.340000000001,5845.637596156414,0,0,1,1,1,0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,"[2, 4, 3]",3.0,0.6666666666666666
3,400.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1163.0,1163.0,5813.340000000001,5813.5357972907095,0,0,0,1,0,2,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,"[5, 5, 3]",4.333333333333333,0.888888888888889
3,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,1281.0,1281.0,5695.340000000001,5695.542637772264,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,"[4, 5, 4]",4.333333333333333,0.22222222222222224
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,100.0,137,50.0,1280.0,1280.0,5696.340000000001,5696.3964589724565,0,0,0,0,2,2,0.0,0.0,0.0,0.0,0.5,0.5,"[4, 5, 4, 5]",4.5,0.25
3,400.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,1170.0,1170.0,5806.340000000001,5806.715342410138,0,0,1,0,0,2,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,"[5, 5, 2]",4.0,2.0
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,400.0,33,50.0,1077.0,1077.0,5899.340000000001,5899.815960848262,0,1,1,0,0,2,0.0,0.25,0.25,0.0,0.0,0.5,"[5, 5, 2, 1]",3.25,3.1875
3,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,1199.0,1199.0,5777.340000000001,5777.04740114812,0,0,0,1,1,1,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,"[3, 4, 5]",4.0,0.6666666666666666
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,90,100.0,1193.0,1193.0,5783.340000000001,5782.851458056081,0,0,0,2,1,1,0.0,0.0,0.0,0.5,0.25,0.25,"[3, 4, 5, 3]",3.75,0.6875
3,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1157.0,1157.0,5819.340000000001,5819.076899942293,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,"[4, 5, 4]",4.333333333333333,0.22222222222222224
3,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1102.0,1102.0,5874.340000000001,5874.253429473454,1,0,1,0,1,0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,"[2, 4, 0]",2.0,2.6666666666666665
3,400.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1085.0,1085.0,5891.340000000001,5891.823844049449,0,0,1,1,0,1,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,"[5, 3, 2]",3.3333333333333335,1.5555555555555554
3,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1143.0,1143.0,5833.340000000001,5833.497796291679,0,1,0,0,1,1,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,"[4, 5, 1]",3.3333333333333335,2.8888888888888893
3,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,990.0,990.0,5986.340000000001,5986.716177826964,0,1,0,0,2,0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,"[4, 4, 1]",3.0,2.0
3,50.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1100.0,1100.0,5876.340000000001,5876.39467935226,2,1,0,0,0,0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,"[1, 0, 0]",0.3333333333333333,0.22222222222222224
