index,Total Line Failures,Maximum failed line capacity,Load shed from previous step,Difference in Load Shed,Load,Steady State,Capacity of Failed Ones,Capacity of Failed Ones 2,Failed Line Index,Capacity of Failed One,Time of Failure Event,Accumulation of Failed Capacities,Demand-Loadshed Difference,Generation,Region 0 Failures,Region 1 Failures,Region 2 Failures,Region 3 Failures,Region 0 Topological Factor,Region 1 Topological Factor,Region 2 Topological Factor,Region 3 Topological Factor,Mean of T,Variance of T,Region of Failure
290,5,0,-1.0,-1.0,5893.6,5,50.0,1794.731102109196,33,50.0,4621.0,4621,1272.6000000000004,0.0,1,0,2,2,0.2,0.0,0.4,0.4,2.0,1.2000000000000002,"[0, 3, 2, 2, 3]"
291,6,0,-1.0,-1.0,5893.6,-1,50.0,1794.731102109196,37,50.0,5894.0,5894,-0.3999999999996362,0.0,1,0,2,3,0.16666666666666666,0.0,0.3333333333333333,0.5,2.1666666666666665,1.1388888888888893,"[0, 3, 2, 2, 3, 3]"
292,2,980,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4622.0,4622,1271.6000000000004,0.0,1,0,0,1,0.5,0.0,0.0,0.5,1.5,2.25,"[0, 3]"
293,3,0,-1.0,-1.0,5893.6,3,50.0,980.3948612244983,41,50.0,4624.0,4624,1269.6000000000004,0.0,1,1,0,1,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1.3333333333333333,1.5555555555555558,"[0, 3, 1]"
294,4,0,-1.0,-1.0,5893.6,4,50.0,980.3948612244983,14,50.0,4619.0,4619,1274.6000000000004,0.0,1,1,1,1,0.25,0.25,0.25,0.25,1.5,1.25,"[0, 3, 1, 2]"
295,5,0,-1.0,-1.0,5893.6,5,50.0,980.3948612244983,20,50.0,4621.0,4621,1272.6000000000004,0.0,1,1,2,1,0.2,0.2,0.4,0.2,1.6,1.0399999999999996,"[0, 3, 1, 2, 2]"
296,6,0,-1.0,-1.0,5893.6,6,50.0,980.3948612244983,34,50.0,4623.0,4623,1270.6000000000004,0.0,1,1,2,2,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.8333333333333333,1.1388888888888893,"[0, 3, 1, 2, 2, 3]"
297,7,0,-1.0,-1.0,5893.6,-1,50.0,980.3948612244983,39,50.0,5894.0,5894,-0.3999999999996362,0.0,1,1,2,3,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.42857142857142855,1.9999999999999998,1.1428571428571432,"[0, 3, 1, 2, 2, 3, 3]"
298,2,1038,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4619.0,4619,1274.6000000000004,0.0,1,0,0,1,0.5,0.0,0.0,0.5,1.5,2.25,"[0, 3]"
299,3,0,-1.0,-1.0,5893.6,3,50.0,1038.0000000000007,34,50.0,4622.0,4622,1271.6000000000004,0.0,1,0,0,2,0.3333333333333333,0.0,0.0,0.6666666666666666,2.0,2.0,"[0, 3, 3]"
300,4,0,-1.0,-1.0,5893.6,4,50.0,1038.0000000000007,33,50.0,4624.0,4624,1269.6000000000004,0.0,1,0,0,3,0.25,0.0,0.0,0.75,2.25,1.6875,"[0, 3, 3, 3]"
301,5,0,-1.0,-1.0,5893.6,5,50.0,1038.0000000000007,39,50.0,4625.0,4625,1268.6000000000004,0.0,1,0,0,4,0.2,0.0,0.0,0.8,2.4000000000000004,1.4399999999999986,"[0, 3, 3, 3, 3]"
302,6,0,-1.0,-1.0,5893.6,-1,50.0,1038.0000000000007,37,50.0,5894.0,5894,-0.3999999999996362,0.0,1,0,0,5,0.16666666666666666,0.0,0.0,0.8333333333333334,2.5,1.25,"[0, 3, 3, 3, 3, 3]"
303,2,980,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4623.0,4623,1270.6000000000004,0.0,1,0,0,1,0.5,0.0,0.0,0.5,1.5,2.25,"[0, 3]"
304,3,0,-1.0,-1.0,5893.6,3,50.0,980.3948612244983,14,50.0,4623.0,4623,1270.6000000000004,0.0,1,0,1,1,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.6666666666666665,1.5555555555555558,"[0, 3, 2]"
305,4,0,-1.0,-1.0,5893.6,4,50.0,980.3948612244983,20,50.0,4623.0,4623,1270.6000000000004,0.0,1,0,2,1,0.25,0.0,0.5,0.25,1.75,1.1875,"[0, 3, 2, 2]"
306,5,0,-1.0,-1.0,5893.6,5,50.0,980.3948612244983,33,50.0,4623.0,4623,1270.6000000000004,0.0,1,0,2,2,0.2,0.0,0.4,0.4,2.0,1.2000000000000002,"[0, 3, 2, 2, 3]"
307,6,0,-1.0,-1.0,5893.6,6,50.0,980.3948612244983,41,50.0,4625.0,4625,1268.6000000000004,0.0,1,1,2,2,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.8333333333333333,1.1388888888888893,"[0, 3, 2, 2, 3, 1]"
308,7,0,-1.0,-1.0,5893.6,-1,50.0,980.3948612244983,37,50.0,5894.0,5894,-0.3999999999996362,0.0,1,1,2,3,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.42857142857142855,1.9999999999999998,1.1428571428571432,"[0, 3, 2, 2, 3, 1, 3]"
309,2,800,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4623.0,4623,1270.6000000000004,0.0,1,0,0,1,0.5,0.0,0.0,0.5,1.5,2.25,"[0, 3]"
310,3,0,-1.0,-1.0,5893.6,3,50.0,800.0,37,50.0,4624.0,4624,1269.6000000000004,0.0,1,0,0,2,0.3333333333333333,0.0,0.0,0.6666666666666666,2.0,2.0,"[0, 3, 3]"
311,4,0,-1.0,-1.0,5893.6,4,50.0,800.0,14,50.0,4619.0,4619,1274.6000000000004,0.0,1,0,1,2,0.25,0.0,0.25,0.5,2.0,1.5,"[0, 3, 3, 2]"
312,5,0,-1.0,-1.0,5893.6,5,50.0,800.0,33,50.0,4621.0,4621,1272.6000000000004,0.0,1,0,1,3,0.2,0.0,0.2,0.6,2.1999999999999997,1.3600000000000003,"[0, 3, 3, 2, 3]"
313,6,0,-1.0,-1.0,5893.6,6,50.0,800.0,39,50.0,4625.0,4625,1268.6000000000004,0.0,1,0,1,4,0.16666666666666666,0.0,0.16666666666666666,0.6666666666666666,2.3333333333333335,1.2222222222222214,"[0, 3, 3, 2, 3, 3]"
314,7,0,-1.0,-1.0,5893.6,-1,50.0,800.0,20,50.0,5894.0,5894,-0.3999999999996362,0.0,1,0,2,4,0.14285714285714285,0.0,0.2857142857142857,0.5714285714285714,2.2857142857142856,1.0612244897959178,"[0, 3, 3, 2, 3, 3, 2]"
315,2,800,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4622.0,4622,1271.6000000000004,0.0,1,0,0,1,0.5,0.0,0.0,0.5,1.5,2.25,"[0, 3]"
316,3,0,-1.0,-1.0,5893.6,3,50.0,800.0,37,50.0,4624.0,4624,1269.6000000000004,0.0,1,0,0,2,0.3333333333333333,0.0,0.0,0.6666666666666666,2.0,2.0,"[0, 3, 3]"
317,4,0,-1.0,-1.0,5893.6,4,50.0,800.0,14,50.0,4619.0,4619,1274.6000000000004,0.0,1,0,1,2,0.25,0.0,0.25,0.5,2.0,1.5,"[0, 3, 3, 2]"
318,5,0,-1.0,-1.0,5893.6,5,50.0,800.0,34,50.0,4621.0,4621,1272.6000000000004,0.0,1,0,1,3,0.2,0.0,0.2,0.6,2.1999999999999997,1.3600000000000003,"[0, 3, 3, 2, 3]"
319,6,0,-1.0,-1.0,5893.6,6,50.0,800.0,20,50.0,4625.0,4625,1268.6000000000004,0.0,1,0,2,3,0.16666666666666666,0.0,0.3333333333333333,0.5,2.1666666666666665,1.1388888888888893,"[0, 3, 3, 2, 3, 2]"
320,7,0,-1.0,-1.0,5893.6,-1,50.0,800.0,33,50.0,5894.0,5894,-0.3999999999996362,0.0,1,0,2,4,0.14285714285714285,0.0,0.2857142857142857,0.5714285714285714,2.2857142857142856,1.0612244897959178,"[0, 3, 3, 2, 3, 2, 3]"
321,2,1794,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4619.0,4619,1274.6000000000004,0.0,1,0,0,1,0.5,0.0,0.0,0.5,1.5,2.25,"[0, 3]"
322,3,0,-1.0,-1.0,5893.6,3,50.0,1794.731102109196,33,50.0,4621.0,4621,1272.6000000000004,0.0,1,0,0,2,0.3333333333333333,0.0,0.0,0.6666666666666666,2.0,2.0,"[0, 3, 3]"
323,4,0,-1.0,-1.0,5893.6,4,50.0,1794.731102109196,14,50.0,4626.0,4626,1267.6000000000004,0.0,1,0,1,2,0.25,0.0,0.25,0.5,2.0,1.5,"[0, 3, 3, 2]"
324,5,0,-1.0,-1.0,5893.6,-1,50.0,1794.731102109196,20,50.0,5894.0,5894,-0.3999999999996362,0.0,1,0,2,2,0.2,0.0,0.4,0.4,2.0,1.2000000000000002,"[0, 3, 3, 2, 2]"
325,2,961,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4623.0,4623,1270.6000000000004,0.0,1,0,0,1,0.5,0.0,0.0,0.5,1.5,2.25,"[0, 3]"
326,3,0,-1.0,-1.0,5893.6,3,50.0,961.1849899987702,41,50.0,4623.0,4623,1270.6000000000004,0.0,1,1,0,1,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1.3333333333333333,1.5555555555555558,"[0, 3, 1]"
327,4,0,-1.0,-1.0,5893.6,4,50.0,961.1849899987702,20,50.0,4623.0,4623,1270.6000000000004,0.0,1,1,1,1,0.25,0.25,0.25,0.25,1.5,1.25,"[0, 3, 1, 2]"
328,5,0,-1.0,-1.0,5893.6,5,50.0,961.1849899987702,37,50.0,4622.0,4622,1271.6000000000004,0.0,1,1,1,2,0.2,0.2,0.2,0.4,1.8000000000000003,1.3599999999999985,"[0, 3, 1, 2, 3]"
329,6,0,-1.0,-1.0,5893.6,6,50.0,961.1849899987702,14,50.0,4625.0,4625,1268.6000000000004,0.0,1,1,2,2,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.8333333333333333,1.1388888888888893,"[0, 3, 1, 2, 3, 2]"
330,7,0,-1.0,-1.0,5893.6,-1,50.0,961.1849899987702,33,50.0,5894.0,5894,-0.3999999999996362,0.0,1,1,2,3,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.42857142857142855,1.9999999999999998,1.1428571428571432,"[0, 3, 1, 2, 3, 2, 3]"
331,2,800,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4622.0,4622,1271.6000000000004,0.0,1,0,0,1,0.5,0.0,0.0,0.5,1.5,2.25,"[0, 3]"
332,3,0,-1.0,-1.0,5893.6,3,50.0,800.0,20,50.0,4622.0,4622,1271.6000000000004,0.0,1,0,1,1,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.6666666666666665,1.5555555555555558,"[0, 3, 2]"
333,4,0,-1.0,-1.0,5893.6,4,50.0,800.0,14,50.0,4619.0,4619,1274.6000000000004,0.0,1,0,2,1,0.25,0.0,0.5,0.25,1.75,1.1875,"[0, 3, 2, 2]"
334,5,0,-1.0,-1.0,5893.6,5,50.0,800.0,33,50.0,4621.0,4621,1272.6000000000004,0.0,1,0,2,2,0.2,0.0,0.4,0.4,2.0,1.2000000000000002,"[0, 3, 2, 2, 3]"
335,6,0,-1.0,-1.0,5893.6,6,50.0,800.0,34,50.0,4625.0,4625,1268.6000000000004,0.0,1,0,2,3,0.16666666666666666,0.0,0.3333333333333333,0.5,2.1666666666666665,1.1388888888888893,"[0, 3, 2, 2, 3, 3]"
336,7,0,-1.0,-1.0,5893.6,-1,50.0,800.0,37,50.0,5894.0,5894,-0.3999999999996362,0.0,1,0,2,4,0.14285714285714285,0.0,0.2857142857142857,0.5714285714285714,2.2857142857142856,1.0612244897959178,"[0, 3, 2, 2, 3, 3, 3]"
337,2,800,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4622.0,4622,1271.6000000000004,0.0,1,0,0,1,0.5,0.0,0.0,0.5,1.5,2.25,"[0, 3]"
338,3,0,-1.0,-1.0,5893.6,3,50.0,800.0,34,50.0,4624.0,4624,1269.6000000000004,0.0,1,0,0,2,0.3333333333333333,0.0,0.0,0.6666666666666666,2.0,2.0,"[0, 3, 3]"
339,4,0,-1.0,-1.0,5893.6,4,50.0,800.0,20,50.0,4619.0,4619,1274.6000000000004,0.0,1,0,1,2,0.25,0.0,0.25,0.5,2.0,1.5,"[0, 3, 3, 2]"
340,5,0,-1.0,-1.0,5893.6,5,50.0,800.0,41,50.0,4621.0,4621,1272.6000000000004,0.0,1,1,1,2,0.2,0.2,0.2,0.4,1.8000000000000003,1.3599999999999985,"[0, 3, 3, 2, 1]"
341,6,0,-1.0,-1.0,5893.6,6,50.0,800.0,33,50.0,4624.0,4624,1269.6000000000004,0.0,1,1,1,3,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,2.0,1.333333333333333,"[0, 3, 3, 2, 1, 3]"
342,7,0,-1.0,-1.0,5893.6,-1,50.0,800.0,14,50.0,5894.0,5894,-0.3999999999996362,0.0,1,1,2,3,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.42857142857142855,1.9999999999999998,1.1428571428571432,"[0, 3, 3, 2, 1, 3, 2]"
343,2,800,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4623.0,4623,1270.6000000000004,0.0,1,0,0,1,0.5,0.0,0.0,0.5,1.5,2.25,"[0, 3]"
344,3,0,-1.0,-1.0,5893.6,3,50.0,800.0,41,50.0,4624.0,4624,1269.6000000000004,0.0,1,1,0,1,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1.3333333333333333,1.5555555555555558,"[0, 3, 1]"
345,4,0,-1.0,-1.0,5893.6,4,50.0,800.0,14,50.0,4619.0,4619,1274.6000000000004,0.0,1,1,1,1,0.25,0.25,0.25,0.25,1.5,1.25,"[0, 3, 1, 2]"
346,5,0,-1.0,-1.0,5893.6,5,50.0,800.0,37,50.0,4621.0,4621,1272.6000000000004,0.0,1,1,1,2,0.2,0.2,0.2,0.4,1.8000000000000003,1.3599999999999985,"[0, 3, 1, 2, 3]"
347,6,0,-1.0,-1.0,5893.6,6,50.0,800.0,34,50.0,4624.0,4624,1269.6000000000004,0.0,1,1,1,3,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,2.0,1.333333333333333,"[0, 3, 1, 2, 3, 3]"
348,7,0,-1.0,-1.0,5893.6,-1,50.0,800.0,39,50.0,5894.0,5894,-0.3999999999996362,0.0,1,1,1,4,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.5714285714285714,2.142857142857143,1.2653061224489797,"[0, 3, 1, 2, 3, 3, 3]"
349,2,1038,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4623.0,4623,1270.6000000000004,0.0,1,0,0,1,0.5,0.0,0.0,0.5,1.5,2.25,"[0, 3]"
350,3,0,-1.0,-1.0,5893.6,3,50.0,1038.0000000000007,37,50.0,4626.0,4626,1267.6000000000004,0.0,1,0,0,2,0.3333333333333333,0.0,0.0,0.6666666666666666,2.0,2.0,"[0, 3, 3]"
351,4,0,-1.0,-1.0,5893.6,-1,50.0,1038.0000000000007,33,50.0,5894.0,5894,-0.3999999999996362,0.0,1,0,0,3,0.25,0.0,0.0,0.75,2.25,1.6875,"[0, 3, 3, 3]"
352,2,800,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4623.0,4623,1270.6000000000004,0.0,1,0,0,1,0.5,0.0,0.0,0.5,1.5,2.25,"[0, 3]"
353,3,0,-1.0,-1.0,5893.6,3,50.0,800.0,41,50.0,4624.0,4624,1269.6000000000004,0.0,1,1,0,1,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1.3333333333333333,1.5555555555555558,"[0, 3, 1]"
354,4,0,-1.0,-1.0,5893.6,4,50.0,800.0,14,50.0,4619.0,4619,1274.6000000000004,0.0,1,1,1,1,0.25,0.25,0.25,0.25,1.5,1.25,"[0, 3, 1, 2]"
355,5,0,-1.0,-1.0,5893.6,5,50.0,800.0,37,50.0,4621.0,4621,1272.6000000000004,0.0,1,1,1,2,0.2,0.2,0.2,0.4,1.8000000000000003,1.3599999999999985,"[0, 3, 1, 2, 3]"
356,6,0,-1.0,-1.0,5893.6,6,50.0,800.0,34,50.0,4624.0,4624,1269.6000000000004,0.0,1,1,1,3,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,2.0,1.333333333333333,"[0, 3, 1, 2, 3, 3]"
357,7,0,-1.0,-1.0,5893.6,-1,50.0,800.0,39,50.0,5894.0,5894,-0.3999999999996362,0.0,1,1,1,4,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.5714285714285714,2.142857142857143,1.2653061224489797,"[0, 3, 1, 2, 3, 3, 3]"
358,2,800,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4622.0,4622,1271.6000000000004,0.0,1,0,0,1,0.5,0.0,0.0,0.5,1.5,2.25,"[0, 3]"
359,3,0,-1.0,-1.0,5893.6,3,50.0,800.0,14,50.0,4624.0,4624,1269.6000000000004,0.0,1,0,1,1,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.6666666666666665,1.5555555555555558,"[0, 3, 2]"
360,4,0,-1.0,-1.0,5893.6,4,50.0,800.0,33,50.0,4619.0,4619,1274.6000000000004,0.0,1,0,1,2,0.25,0.0,0.25,0.5,2.0,1.5,"[0, 3, 2, 3]"
361,5,0,-1.0,-1.0,5893.6,5,50.0,800.0,34,50.0,4621.0,4621,1272.6000000000004,0.0,1,0,1,3,0.2,0.0,0.2,0.6,2.1999999999999997,1.3600000000000003,"[0, 3, 2, 3, 3]"
362,6,0,-1.0,-1.0,5893.6,6,50.0,800.0,37,50.0,4625.0,4625,1268.6000000000004,0.0,1,0,1,4,0.16666666666666666,0.0,0.16666666666666666,0.6666666666666666,2.3333333333333335,1.2222222222222214,"[0, 3, 2, 3, 3, 3]"
363,7,0,-1.0,-1.0,5893.6,-1,50.0,800.0,20,50.0,5894.0,5894,-0.3999999999996362,0.0,1,0,2,4,0.14285714285714285,0.0,0.2857142857142857,0.5714285714285714,2.2857142857142856,1.0612244897959178,"[0, 3, 2, 3, 3, 3, 2]"
364,2,800,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4622.0,4622,1271.6000000000004,0.0,1,0,0,1,0.5,0.0,0.0,0.5,1.5,2.25,"[0, 3]"
365,3,0,-1.0,-1.0,5893.6,3,50.0,800.0,20,50.0,4619.0,4619,1274.6000000000004,0.0,1,0,1,1,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.6666666666666665,1.5555555555555558,"[0, 3, 2]"
366,4,0,-1.0,-1.0,5893.6,4,50.0,800.0,34,50.0,4620.0,4620,1273.6000000000004,0.0,1,0,1,2,0.25,0.0,0.25,0.5,2.0,1.5,"[0, 3, 2, 3]"
367,5,0,-1.0,-1.0,5893.6,5,50.0,800.0,37,50.0,4625.0,4625,1268.6000000000004,0.0,1,0,1,3,0.2,0.0,0.2,0.6,2.1999999999999997,1.3600000000000003,"[0, 3, 2, 3, 3]"
368,6,0,-1.0,-1.0,5893.6,-1,50.0,800.0,33,50.0,5894.0,5894,-0.3999999999996362,0.0,1,0,1,4,0.16666666666666666,0.0,0.16666666666666666,0.6666666666666666,2.3333333333333335,1.2222222222222214,"[0, 3, 2, 3, 3, 3]"
369,2,1794,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4622.0,4622,1271.6000000000004,0.0,1,0,0,1,0.5,0.0,0.0,0.5,1.5,2.25,"[0, 3]"
370,3,0,-1.0,-1.0,5893.6,3,50.0,1794.731102109196,14,50.0,4624.0,4624,1269.6000000000004,0.0,1,0,1,1,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.6666666666666665,1.5555555555555558,"[0, 3, 2]"
371,4,0,-1.0,-1.0,5893.6,4,50.0,1794.731102109196,20,50.0,4619.0,4619,1274.6000000000004,0.0,1,0,2,1,0.25,0.0,0.5,0.25,1.75,1.1875,"[0, 3, 2, 2]"
372,5,0,-1.0,-1.0,5893.6,5,50.0,1794.731102109196,39,50.0,4621.0,4621,1272.6000000000004,0.0,1,0,2,2,0.2,0.0,0.4,0.4,2.0,1.2000000000000002,"[0, 3, 2, 2, 3]"
373,6,0,-1.0,-1.0,5893.6,6,50.0,1794.731102109196,34,50.0,4625.0,4625,1268.6000000000004,0.0,1,0,2,3,0.16666666666666666,0.0,0.3333333333333333,0.5,2.1666666666666665,1.1388888888888893,"[0, 3, 2, 2, 3, 3]"
374,7,0,-1.0,-1.0,5893.6,-1,50.0,1794.731102109196,37,50.0,5894.0,5894,-0.3999999999996362,0.0,1,0,2,4,0.14285714285714285,0.0,0.2857142857142857,0.5714285714285714,2.2857142857142856,1.0612244897959178,"[0, 3, 2, 2, 3, 3, 3]"
375,2,980,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4623.0,4623,1270.6000000000004,0.0,1,0,0,1,0.5,0.0,0.0,0.5,1.5,2.25,"[0, 3]"
376,3,0,-1.0,-1.0,5893.6,3,50.0,980.3948612244983,34,50.0,4619.0,4619,1274.6000000000004,0.0,1,0,0,2,0.3333333333333333,0.0,0.0,0.6666666666666666,2.0,2.0,"[0, 3, 3]"
377,4,0,-1.0,-1.0,5893.6,4,50.0,980.3948612244983,20,50.0,4620.0,4620,1273.6000000000004,0.0,1,0,1,2,0.25,0.0,0.25,0.5,2.0,1.5,"[0, 3, 3, 2]"
378,5,0,-1.0,-1.0,5893.6,5,50.0,980.3948612244983,37,50.0,4625.0,4625,1268.6000000000004,0.0,1,0,1,3,0.2,0.0,0.2,0.6,2.1999999999999997,1.3600000000000003,"[0, 3, 3, 2, 3]"
379,6,0,-1.0,-1.0,5893.6,-1,50.0,980.3948612244983,14,50.0,5894.0,5894,-0.3999999999996362,0.0,1,0,2,3,0.16666666666666666,0.0,0.3333333333333333,0.5,2.1666666666666665,1.1388888888888893,"[0, 3, 3, 2, 3, 2]"
380,2,1794,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4623.0,4623,1270.6000000000004,0.0,1,0,0,1,0.5,0.0,0.0,0.5,1.5,2.25,"[0, 3]"
381,3,0,-1.0,-1.0,5893.6,3,50.0,1794.731102109196,14,50.0,4624.0,4624,1269.6000000000004,0.0,1,0,1,1,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.6666666666666665,1.5555555555555558,"[0, 3, 2]"
382,4,0,-1.0,-1.0,5893.6,4,50.0,1794.731102109196,20,50.0,4619.0,4619,1274.6000000000004,0.0,1,0,2,1,0.25,0.0,0.5,0.25,1.75,1.1875,"[0, 3, 2, 2]"
383,5,0,-1.0,-1.0,5893.6,5,50.0,1794.731102109196,37,50.0,4621.0,4621,1272.6000000000004,0.0,1,0,2,2,0.2,0.0,0.4,0.4,2.0,1.2000000000000002,"[0, 3, 2, 2, 3]"
384,6,0,-1.0,-1.0,5893.6,6,50.0,1794.731102109196,39,50.0,4624.0,4624,1269.6000000000004,0.0,1,0,2,3,0.16666666666666666,0.0,0.3333333333333333,0.5,2.1666666666666665,1.1388888888888893,"[0, 3, 2, 2, 3, 3]"
385,7,0,-1.0,-1.0,5893.6,-1,50.0,1794.731102109196,33,50.0,5894.0,5894,-0.3999999999996362,0.0,1,0,2,4,0.14285714285714285,0.0,0.2857142857142857,0.5714285714285714,2.2857142857142856,1.0612244897959178,"[0, 3, 2, 2, 3, 3, 3]"
386,2,980,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4622.0,4622,1271.6000000000004,0.0,1,0,0,1,0.5,0.0,0.0,0.5,1.5,2.25,"[0, 3]"
387,3,0,-1.0,-1.0,5893.6,3,50.0,980.3948612244975,33,50.0,4624.0,4624,1269.6000000000004,0.0,1,0,0,2,0.3333333333333333,0.0,0.0,0.6666666666666666,2.0,2.0,"[0, 3, 3]"
388,4,0,-1.0,-1.0,5893.6,4,50.0,980.3948612244975,37,50.0,4619.0,4619,1274.6000000000004,0.0,1,0,0,3,0.25,0.0,0.0,0.75,2.25,1.6875,"[0, 3, 3, 3]"
389,5,0,-1.0,-1.0,5893.6,5,50.0,980.3948612244975,14,50.0,4621.0,4621,1272.6000000000004,0.0,1,0,1,3,0.2,0.0,0.2,0.6,2.1999999999999997,1.3600000000000003,"[0, 3, 3, 3, 2]"
390,6,0,-1.0,-1.0,5893.6,6,50.0,980.3948612244975,41,50.0,4626.0,4626,1267.6000000000004,0.0,1,1,1,3,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5,2.0,1.333333333333333,"[0, 3, 3, 3, 2, 1]"
391,7,0,-1.0,-1.0,5893.6,-1,50.0,980.3948612244975,20,50.0,5894.0,5894,-0.3999999999996362,0.0,1,1,2,3,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.42857142857142855,1.9999999999999998,1.1428571428571432,"[0, 3, 3, 3, 2, 1, 2]"
392,2,800,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4624.0,4624,1269.6000000000004,0.0,1,0,0,1,0.5,0.0,0.0,0.5,1.5,2.25,"[0, 3]"
393,3,0,-1.0,-1.0,5893.6,3,50.0,800.0,39,50.0,4619.0,4619,1274.6000000000004,0.0,1,0,0,2,0.3333333333333333,0.0,0.0,0.6666666666666666,2.0,2.0,"[0, 3, 3]"
394,4,0,-1.0,-1.0,5893.6,4,50.0,800.0,14,50.0,4621.0,4621,1272.6000000000004,0.0,1,0,1,2,0.25,0.0,0.25,0.5,2.0,1.5,"[0, 3, 3, 2]"
395,5,0,-1.0,-1.0,5893.6,5,50.0,800.0,41,50.0,4624.0,4624,1269.6000000000004,0.0,1,1,1,2,0.2,0.2,0.2,0.4,1.8000000000000003,1.3599999999999985,"[0, 3, 3, 2, 1]"
396,6,0,-1.0,-1.0,5893.6,-1,50.0,800.0,20,50.0,5894.0,5894,-0.3999999999996362,0.0,1,1,2,2,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.8333333333333333,1.1388888888888893,"[0, 3, 3, 2, 1, 2]"
397,2,980,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4622.0,4622,1271.6000000000004,0.0,1,0,0,1,0.5,0.0,0.0,0.5,1.5,2.25,"[0, 3]"
398,3,0,-1.0,-1.0,5893.6,3,50.0,980.3948612244983,14,50.0,4624.0,4624,1269.6000000000004,0.0,1,0,1,1,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.6666666666666665,1.5555555555555558,"[0, 3, 2]"
399,4,0,-1.0,-1.0,5893.6,4,50.0,980.3948612244983,33,50.0,4619.0,4619,1274.6000000000004,0.0,1,0,1,2,0.25,0.0,0.25,0.5,2.0,1.5,"[0, 3, 2, 3]"
400,5,0,-1.0,-1.0,5893.6,5,50.0,980.3948612244983,37,50.0,4621.0,4621,1272.6000000000004,0.0,1,0,1,3,0.2,0.0,0.2,0.6,2.1999999999999997,1.3600000000000003,"[0, 3, 2, 3, 3]"
401,6,0,-1.0,-1.0,5893.6,6,50.0,980.3948612244983,34,50.0,4625.0,4625,1268.6000000000004,0.0,1,0,1,4,0.16666666666666666,0.0,0.16666666666666666,0.6666666666666666,2.3333333333333335,1.2222222222222214,"[0, 3, 2, 3, 3, 3]"
402,7,0,-1.0,-1.0,5893.6,-1,50.0,980.3948612244983,20,50.0,5894.0,5894,-0.3999999999996362,0.0,1,0,2,4,0.14285714285714285,0.0,0.2857142857142857,0.5714285714285714,2.2857142857142856,1.0612244897959178,"[0, 3, 2, 3, 3, 3, 2]"
403,2,1038,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4619.0,4619,1274.6000000000004,0.0,1,0,0,1,0.5,0.0,0.0,0.5,1.5,2.25,"[0, 3]"
