index,Total Line Failures,Maximum failed line capacity,Load shed from previous step,Difference in Load Shed,Load,Steady State,Capacity of Failed Ones,Capacity of Failed Ones 2,Failed Line Index,Capacity of Failed One,Time of Failure Event,Accumulation of Failed Capacities,Demand-Loadshed Difference,Generation,Region 0 Failures,Region 1 Failures,Region 2 Failures,Region 3 Failures,Region 0 Topological Factor,Region 1 Topological Factor,Region 2 Topological Factor,Region 3 Topological Factor,Mean of T,Variance of T,Region of Failure
3391,5,0,-1.0,-1.0,5893.6,5,50.0,100.0,20,50.0,4621.0,4621,1272.6000000000004,0.0,0,0,3,2,0.0,0.0,0.6,0.4,2.4000000000000004,0.23999999999999844,"[2, 2, 3, 3, 2]"
3392,6,0,-1.0,-1.0,5893.6,6,50.0,100.0,37,50.0,4626.0,4626,1267.6000000000004,0.0,0,0,3,3,0.0,0.0,0.5,0.5,2.5,0.25,"[2, 2, 3, 3, 2, 3]"
3393,7,0,-1.0,-1.0,5893.6,-1,50.0,100.0,14,50.0,5894.0,5894,-0.3999999999996362,0.0,0,0,4,3,0.0,0.0,0.5714285714285714,0.42857142857142855,2.4285714285714284,0.24489795918367374,"[2, 2, 3, 3, 2, 3, 2]"
3394,2,400,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4624.0,4624,1269.6000000000004,0.0,0,0,2,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2]"
3395,3,0,-1.0,-1.0,5893.6,3,50.0,400.0,34,50.0,4619.0,4619,1274.6000000000004,0.0,0,0,2,1,0.0,0.0,0.6666666666666666,0.3333333333333333,2.333333333333333,0.2222222222222232,"[2, 2, 3]"
3396,4,0,-1.0,-1.0,5893.6,4,50.0,400.0,33,50.0,4621.0,4621,1272.6000000000004,0.0,0,0,2,2,0.0,0.0,0.5,0.5,2.5,0.25,"[2, 2, 3, 3]"
3397,5,0,-1.0,-1.0,5893.6,5,50.0,400.0,37,50.0,4625.0,4625,1268.6000000000004,0.0,0,0,2,3,0.0,0.0,0.4,0.6,2.5999999999999996,0.240000000000002,"[2, 2, 3, 3, 3]"
3398,6,0,-1.0,-1.0,5893.6,-1,50.0,400.0,39,50.0,5894.0,5894,-0.3999999999996362,0.0,0,0,2,4,0.0,0.0,0.3333333333333333,0.6666666666666666,2.6666666666666665,0.22222222222222232,"[2, 2, 3, 3, 3, 3]"
3399,2,400,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4621.0,4621,1272.6000000000004,0.0,0,0,2,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2]"
3400,3,0,-1.0,-1.0,5893.6,3,50.0,400.0,33,50.0,4624.0,4624,1269.6000000000004,0.0,0,0,2,1,0.0,0.0,0.6666666666666666,0.3333333333333333,2.333333333333333,0.2222222222222232,"[2, 2, 3]"
3401,4,0,-1.0,-1.0,5893.6,4,50.0,400.0,14,50.0,4619.0,4619,1274.6000000000004,0.0,0,0,3,1,0.0,0.0,0.75,0.25,2.25,0.1875,"[2, 2, 3, 2]"
3402,5,0,-1.0,-1.0,5893.6,5,50.0,400.0,37,50.0,4621.0,4621,1272.6000000000004,0.0,0,0,3,2,0.0,0.0,0.6,0.4,2.4000000000000004,0.23999999999999844,"[2, 2, 3, 2, 3]"
3403,6,0,-1.0,-1.0,5893.6,-1,50.0,400.0,20,50.0,5894.0,5894,-0.3999999999996362,0.0,0,0,4,2,0.0,0.0,0.6666666666666666,0.3333333333333333,2.333333333333333,0.2222222222222232,"[2, 2, 3, 2, 3, 2]"
3404,2,400,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4622.0,4622,1271.6000000000004,0.0,0,0,2,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2]"
3405,3,0,-1.0,-1.0,5893.6,3,50.0,400.0,37,50.0,4624.0,4624,1269.6000000000004,0.0,0,0,2,1,0.0,0.0,0.6666666666666666,0.3333333333333333,2.333333333333333,0.2222222222222232,"[2, 2, 3]"
3406,4,0,-1.0,-1.0,5893.6,4,50.0,400.0,20,50.0,4619.0,4619,1274.6000000000004,0.0,0,0,3,1,0.0,0.0,0.75,0.25,2.25,0.1875,"[2, 2, 3, 2]"
3407,5,0,-1.0,-1.0,5893.6,5,50.0,400.0,33,50.0,4621.0,4621,1272.6000000000004,0.0,0,0,3,2,0.0,0.0,0.6,0.4,2.4000000000000004,0.23999999999999844,"[2, 2, 3, 2, 3]"
3408,6,0,-1.0,-1.0,5893.6,-1,50.0,400.0,14,50.0,5894.0,5894,-0.3999999999996362,0.0,0,0,4,2,0.0,0.0,0.6666666666666666,0.3333333333333333,2.333333333333333,0.2222222222222232,"[2, 2, 3, 2, 3, 2]"
3409,2,800,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4624.0,4624,1269.6000000000004,0.0,0,0,2,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2]"
3410,3,0,-1.0,-1.0,5893.6,3,50.0,800.0,34,50.0,4619.0,4619,1274.6000000000004,0.0,0,0,2,1,0.0,0.0,0.6666666666666666,0.3333333333333333,2.333333333333333,0.2222222222222232,"[2, 2, 3]"
3411,4,0,-1.0,-1.0,5893.6,4,50.0,800.0,20,50.0,4621.0,4621,1272.6000000000004,0.0,0,0,3,1,0.0,0.0,0.75,0.25,2.25,0.1875,"[2, 2, 3, 2]"
3412,5,0,-1.0,-1.0,5893.6,5,50.0,800.0,39,50.0,4625.0,4625,1268.6000000000004,0.0,0,0,3,2,0.0,0.0,0.6,0.4,2.4000000000000004,0.23999999999999844,"[2, 2, 3, 2, 3]"
3413,6,0,-1.0,-1.0,5893.6,-1,50.0,800.0,33,50.0,5894.0,5894,-0.3999999999996362,0.0,0,0,3,3,0.0,0.0,0.5,0.5,2.5,0.25,"[2, 2, 3, 2, 3, 3]"
3414,2,800,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4622.0,4622,1271.6000000000004,0.0,0,0,2,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2]"
3415,3,0,-1.0,-1.0,5893.6,3,50.0,800.0,14,50.0,4624.0,4624,1269.6000000000004,0.0,0,0,3,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2, 2]"
3416,4,0,-1.0,-1.0,5893.6,4,50.0,800.0,34,50.0,4619.0,4619,1274.6000000000004,0.0,0,0,3,1,0.0,0.0,0.75,0.25,2.25,0.1875,"[2, 2, 2, 3]"
3417,5,0,-1.0,-1.0,5893.6,5,50.0,800.0,37,50.0,4621.0,4621,1272.6000000000004,0.0,0,0,3,2,0.0,0.0,0.6,0.4,2.4000000000000004,0.23999999999999844,"[2, 2, 2, 3, 3]"
3418,6,0,-1.0,-1.0,5893.6,6,50.0,800.0,20,50.0,4625.0,4625,1268.6000000000004,0.0,0,0,4,2,0.0,0.0,0.6666666666666666,0.3333333333333333,2.333333333333333,0.2222222222222232,"[2, 2, 2, 3, 3, 2]"
3419,7,0,-1.0,-1.0,5893.6,-1,50.0,800.0,39,50.0,5894.0,5894,-0.3999999999996362,0.0,0,0,4,3,0.0,0.0,0.5714285714285714,0.42857142857142855,2.4285714285714284,0.24489795918367374,"[2, 2, 2, 3, 3, 2, 3]"
3420,2,50,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4624.0,4624,1269.6000000000004,0.0,0,0,2,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2]"
3421,3,0,-1.0,-1.0,5893.6,3,50.0,50.0,39,50.0,4619.0,4619,1274.6000000000004,0.0,0,0,2,1,0.0,0.0,0.6666666666666666,0.3333333333333333,2.333333333333333,0.2222222222222232,"[2, 2, 3]"
3422,4,0,-1.0,-1.0,5893.6,4,50.0,50.0,34,50.0,4621.0,4621,1272.6000000000004,0.0,0,0,2,2,0.0,0.0,0.5,0.5,2.5,0.25,"[2, 2, 3, 3]"
3423,5,0,-1.0,-1.0,5893.6,5,50.0,50.0,20,50.0,4625.0,4625,1268.6000000000004,0.0,0,0,3,2,0.0,0.0,0.6,0.4,2.4000000000000004,0.23999999999999844,"[2, 2, 3, 3, 2]"
3424,6,0,-1.0,-1.0,5893.6,-1,50.0,50.0,33,50.0,5894.0,5894,-0.3999999999996362,0.0,0,0,3,3,0.0,0.0,0.5,0.5,2.5,0.25,"[2, 2, 3, 3, 2, 3]"
3425,2,800,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4621.0,4621,1272.6000000000004,0.0,0,0,2,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2]"
3426,3,0,-1.0,-1.0,5893.6,3,50.0,800.0,14,50.0,4624.0,4624,1269.6000000000004,0.0,0,0,3,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2, 2]"
3427,4,0,-1.0,-1.0,5893.6,4,50.0,800.0,37,50.0,4619.0,4619,1274.6000000000004,0.0,0,0,3,1,0.0,0.0,0.75,0.25,2.25,0.1875,"[2, 2, 2, 3]"
3428,5,0,-1.0,-1.0,5893.6,5,50.0,800.0,34,50.0,4621.0,4621,1272.6000000000004,0.0,0,0,3,2,0.0,0.0,0.6,0.4,2.4000000000000004,0.23999999999999844,"[2, 2, 2, 3, 3]"
3429,6,0,-1.0,-1.0,5893.6,6,50.0,800.0,33,50.0,4625.0,4625,1268.6000000000004,0.0,0,0,3,3,0.0,0.0,0.5,0.5,2.5,0.25,"[2, 2, 2, 3, 3, 3]"
3430,7,0,-1.0,-1.0,5893.6,-1,50.0,800.0,39,50.0,5894.0,5894,-0.3999999999996362,0.0,0,0,3,4,0.0,0.0,0.42857142857142855,0.5714285714285714,2.571428571428571,0.24489795918367463,"[2, 2, 2, 3, 3, 3, 3]"
3431,2,800,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4623.0,4623,1270.6000000000004,0.0,0,0,2,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2]"
3432,3,0,-1.0,-1.0,5893.6,3,50.0,800.0,34,50.0,4622.0,4622,1271.6000000000004,0.0,0,0,2,1,0.0,0.0,0.6666666666666666,0.3333333333333333,2.333333333333333,0.2222222222222232,"[2, 2, 3]"
3433,4,0,-1.0,-1.0,5893.6,4,50.0,800.0,14,50.0,4619.0,4619,1274.6000000000004,0.0,0,0,3,1,0.0,0.0,0.75,0.25,2.25,0.1875,"[2, 2, 3, 2]"
3434,5,0,-1.0,-1.0,5893.6,5,50.0,800.0,39,50.0,4621.0,4621,1272.6000000000004,0.0,0,0,3,2,0.0,0.0,0.6,0.4,2.4000000000000004,0.23999999999999844,"[2, 2, 3, 2, 3]"
3435,6,0,-1.0,-1.0,5893.6,6,50.0,800.0,41,50.0,4624.0,4624,1269.6000000000004,0.0,0,1,3,2,0.0,0.16666666666666666,0.5,0.3333333333333333,2.166666666666667,0.47222222222222054,"[2, 2, 3, 2, 3, 1]"
3436,7,0,-1.0,-1.0,5893.6,-1,50.0,800.0,37,50.0,5894.0,5894,-0.3999999999996362,0.0,0,1,3,3,0.0,0.14285714285714285,0.42857142857142855,0.42857142857142855,2.2857142857142856,0.4897959183673466,"[2, 2, 3, 2, 3, 1, 3]"
3437,2,400,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4619.0,4619,1274.6000000000004,0.0,0,0,2,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2]"
3438,3,0,-1.0,-1.0,5893.6,3,50.0,400.0,41,50.0,4623.0,4623,1270.6000000000004,0.0,0,1,2,0,0.0,0.3333333333333333,0.6666666666666666,0.0,1.6666666666666665,0.22222222222222276,"[2, 2, 1]"
3439,4,0,-1.0,-1.0,5893.6,4,50.0,400.0,14,50.0,4619.0,4619,1274.6000000000004,0.0,0,1,3,0,0.0,0.25,0.75,0.0,1.75,0.1875,"[2, 2, 1, 2]"
3440,5,0,-1.0,-1.0,5893.6,5,50.0,400.0,20,50.0,4621.0,4621,1272.6000000000004,0.0,0,1,4,0,0.0,0.2,0.8,0.0,1.8,0.16000000000000014,"[2, 2, 1, 2, 2]"
3441,6,0,-1.0,-1.0,5893.6,6,50.0,400.0,34,50.0,4624.0,4624,1269.6000000000004,0.0,0,1,4,1,0.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,2.0,0.33333333333333304,"[2, 2, 1, 2, 2, 3]"
3442,7,0,-1.0,-1.0,5893.6,-1,50.0,400.0,39,50.0,5894.0,5894,-0.3999999999996362,0.0,0,1,4,2,0.0,0.14285714285714285,0.5714285714285714,0.2857142857142857,2.142857142857143,0.4081632653061229,"[2, 2, 1, 2, 2, 3, 3]"
3443,2,400,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4622.0,4622,1271.6000000000004,0.0,0,0,2,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2]"
3444,3,0,-1.0,-1.0,5893.6,3,50.0,400.0,20,50.0,4623.0,4623,1270.6000000000004,0.0,0,0,3,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2, 2]"
3445,4,0,-1.0,-1.0,5893.6,4,50.0,400.0,14,50.0,4619.0,4619,1274.6000000000004,0.0,0,0,4,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2, 2, 2]"
3446,5,0,-1.0,-1.0,5893.6,5,50.0,400.0,37,50.0,4621.0,4621,1272.6000000000004,0.0,0,0,4,1,0.0,0.0,0.8,0.2,2.2,0.15999999999999925,"[2, 2, 2, 2, 3]"
3447,6,0,-1.0,-1.0,5893.6,-1,50.0,400.0,33,50.0,5894.0,5894,-0.3999999999996362,0.0,0,0,4,2,0.0,0.0,0.6666666666666666,0.3333333333333333,2.333333333333333,0.2222222222222232,"[2, 2, 2, 2, 3, 3]"
3448,2,800,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4624.0,4624,1269.6000000000004,0.0,0,0,2,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2]"
3449,3,0,-1.0,-1.0,5893.6,3,50.0,800.0,33,50.0,4619.0,4619,1274.6000000000004,0.0,0,0,2,1,0.0,0.0,0.6666666666666666,0.3333333333333333,2.333333333333333,0.2222222222222232,"[2, 2, 3]"
3450,4,0,-1.0,-1.0,5893.6,4,50.0,800.0,20,50.0,4621.0,4621,1272.6000000000004,0.0,0,0,3,1,0.0,0.0,0.75,0.25,2.25,0.1875,"[2, 2, 3, 2]"
3451,5,0,-1.0,-1.0,5893.6,5,50.0,800.0,34,50.0,4625.0,4625,1268.6000000000004,0.0,0,0,3,2,0.0,0.0,0.6,0.4,2.4000000000000004,0.23999999999999844,"[2, 2, 3, 2, 3]"
3452,6,0,-1.0,-1.0,5893.6,-1,50.0,800.0,37,50.0,5894.0,5894,-0.3999999999996362,0.0,0,0,3,3,0.0,0.0,0.5,0.5,2.5,0.25,"[2, 2, 3, 2, 3, 3]"
3453,2,800,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4622.0,4622,1271.6000000000004,0.0,0,0,2,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2]"
3454,3,0,-1.0,-1.0,5893.6,3,50.0,800.0,14,50.0,4624.0,4624,1269.6000000000004,0.0,0,0,3,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2, 2]"
3455,4,0,-1.0,-1.0,5893.6,4,50.0,800.0,20,50.0,4619.0,4619,1274.6000000000004,0.0,0,0,4,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2, 2, 2]"
3456,5,0,-1.0,-1.0,5893.6,5,50.0,800.0,33,50.0,4621.0,4621,1272.6000000000004,0.0,0,0,4,1,0.0,0.0,0.8,0.2,2.2,0.15999999999999925,"[2, 2, 2, 2, 3]"
3457,6,0,-1.0,-1.0,5893.6,-1,50.0,800.0,37,50.0,5894.0,5894,-0.3999999999996362,0.0,0,0,4,2,0.0,0.0,0.6666666666666666,0.3333333333333333,2.333333333333333,0.2222222222222232,"[2, 2, 2, 2, 3, 3]"
3458,2,400,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4624.0,4624,1269.6000000000004,0.0,0,0,2,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2]"
3459,3,0,-1.0,-1.0,5893.6,3,50.0,400.0,41,50.0,4619.0,4619,1274.6000000000004,0.0,0,1,2,0,0.0,0.3333333333333333,0.6666666666666666,0.0,1.6666666666666665,0.22222222222222276,"[2, 2, 1]"
3460,4,0,-1.0,-1.0,5893.6,4,50.0,400.0,33,50.0,4621.0,4621,1272.6000000000004,0.0,0,1,2,1,0.0,0.25,0.5,0.25,2.0,0.5,"[2, 2, 1, 3]"
3461,5,0,-1.0,-1.0,5893.6,5,50.0,400.0,37,50.0,4626.0,4626,1267.6000000000004,0.0,0,1,2,2,0.0,0.2,0.4,0.4,2.2,0.5599999999999996,"[2, 2, 1, 3, 3]"
3462,6,0,-1.0,-1.0,5893.6,-1,50.0,400.0,20,50.0,5894.0,5894,-0.3999999999996362,0.0,0,1,3,2,0.0,0.16666666666666666,0.5,0.3333333333333333,2.166666666666667,0.47222222222222054,"[2, 2, 1, 3, 3, 2]"
3463,2,400,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4623.0,4623,1270.6000000000004,0.0,0,0,2,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2]"
3464,3,0,-1.0,-1.0,5893.6,3,50.0,400.0,14,50.0,4624.0,4624,1269.6000000000004,0.0,0,0,3,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2, 2]"
3465,4,0,-1.0,-1.0,5893.6,4,50.0,400.0,33,50.0,4619.0,4619,1274.6000000000004,0.0,0,0,3,1,0.0,0.0,0.75,0.25,2.25,0.1875,"[2, 2, 2, 3]"
3466,5,0,-1.0,-1.0,5893.6,5,50.0,400.0,20,50.0,4620.0,4620,1273.6000000000004,0.0,0,0,4,1,0.0,0.0,0.8,0.2,2.2,0.15999999999999925,"[2, 2, 2, 3, 2]"
3467,6,0,-1.0,-1.0,5893.6,-1,50.0,400.0,37,50.0,5894.0,5894,-0.3999999999996362,0.0,0,0,4,2,0.0,0.0,0.6666666666666666,0.3333333333333333,2.333333333333333,0.2222222222222232,"[2, 2, 2, 3, 2, 3]"
3468,2,400,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4623.0,4623,1270.6000000000004,0.0,0,0,2,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2]"
3469,3,0,-1.0,-1.0,5893.6,3,50.0,400.0,33,50.0,4624.0,4624,1269.6000000000004,0.0,0,0,2,1,0.0,0.0,0.6666666666666666,0.3333333333333333,2.333333333333333,0.2222222222222232,"[2, 2, 3]"
3470,4,0,-1.0,-1.0,5893.6,4,50.0,400.0,34,50.0,4619.0,4619,1274.6000000000004,0.0,0,0,2,2,0.0,0.0,0.5,0.5,2.5,0.25,"[2, 2, 3, 3]"
3471,5,0,-1.0,-1.0,5893.6,5,50.0,400.0,14,50.0,4621.0,4621,1272.6000000000004,0.0,0,0,3,2,0.0,0.0,0.6,0.4,2.4000000000000004,0.23999999999999844,"[2, 2, 3, 3, 2]"
3472,6,0,-1.0,-1.0,5893.6,6,50.0,400.0,41,50.0,4624.0,4624,1269.6000000000004,0.0,0,1,3,2,0.0,0.16666666666666666,0.5,0.3333333333333333,2.166666666666667,0.47222222222222054,"[2, 2, 3, 3, 2, 1]"
3473,7,0,-1.0,-1.0,5893.6,-1,50.0,400.0,39,50.0,5894.0,5894,-0.3999999999996362,0.0,0,1,3,3,0.0,0.14285714285714285,0.42857142857142855,0.42857142857142855,2.2857142857142856,0.4897959183673466,"[2, 2, 3, 3, 2, 1, 3]"
3474,2,400,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4623.0,4623,1270.6000000000004,0.0,0,0,2,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2]"
3475,3,0,-1.0,-1.0,5893.6,3,50.0,400.0,20,50.0,4623.0,4623,1270.6000000000004,0.0,0,0,3,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2, 2]"
3476,4,0,-1.0,-1.0,5893.6,4,50.0,400.0,14,50.0,4619.0,4619,1274.6000000000004,0.0,0,0,4,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2, 2, 2]"
3477,5,0,-1.0,-1.0,5893.6,5,50.0,400.0,34,50.0,4621.0,4621,1272.6000000000004,0.0,0,0,4,1,0.0,0.0,0.8,0.2,2.2,0.15999999999999925,"[2, 2, 2, 2, 3]"
3478,6,0,-1.0,-1.0,5893.6,6,50.0,400.0,33,50.0,4625.0,4625,1268.6000000000004,0.0,0,0,4,2,0.0,0.0,0.6666666666666666,0.3333333333333333,2.333333333333333,0.2222222222222232,"[2, 2, 2, 2, 3, 3]"
3479,7,0,-1.0,-1.0,5893.6,-1,50.0,400.0,39,50.0,5894.0,5894,-0.3999999999996362,0.0,0,0,4,3,0.0,0.0,0.5714285714285714,0.42857142857142855,2.4285714285714284,0.24489795918367374,"[2, 2, 2, 2, 3, 3, 3]"
3480,2,800,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4622.0,4622,1271.6000000000004,0.0,0,0,2,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2]"
3481,3,0,-1.0,-1.0,5893.6,3,50.0,800.0,34,50.0,4623.0,4623,1270.6000000000004,0.0,0,0,2,1,0.0,0.0,0.6666666666666666,0.3333333333333333,2.333333333333333,0.2222222222222232,"[2, 2, 3]"
3482,4,0,-1.0,-1.0,5893.6,4,50.0,800.0,14,50.0,4619.0,4619,1274.6000000000004,0.0,0,0,3,1,0.0,0.0,0.75,0.25,2.25,0.1875,"[2, 2, 3, 2]"
3483,5,0,-1.0,-1.0,5893.6,5,50.0,800.0,33,50.0,4621.0,4621,1272.6000000000004,0.0,0,0,3,2,0.0,0.0,0.6,0.4,2.4000000000000004,0.23999999999999844,"[2, 2, 3, 2, 3]"
3484,6,0,-1.0,-1.0,5893.6,6,50.0,800.0,20,50.0,4625.0,4625,1268.6000000000004,0.0,0,0,4,2,0.0,0.0,0.6666666666666666,0.3333333333333333,2.333333333333333,0.2222222222222232,"[2, 2, 3, 2, 3, 2]"
3485,7,0,-1.0,-1.0,5893.6,-1,50.0,800.0,39,50.0,5894.0,5894,-0.3999999999996362,0.0,0,0,4,3,0.0,0.0,0.5714285714285714,0.42857142857142855,2.4285714285714284,0.24489795918367374,"[2, 2, 3, 2, 3, 2, 3]"
3486,2,800,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4623.0,4623,1270.6000000000004,0.0,0,0,2,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2]"
3487,3,0,-1.0,-1.0,5893.6,3,50.0,800.0,14,50.0,4624.0,4624,1269.6000000000004,0.0,0,0,3,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2, 2]"
3488,4,0,-1.0,-1.0,5893.6,4,50.0,800.0,41,50.0,4619.0,4619,1274.6000000000004,0.0,0,1,3,0,0.0,0.25,0.75,0.0,1.75,0.1875,"[2, 2, 2, 1]"
3489,5,0,-1.0,-1.0,5893.6,5,50.0,800.0,20,50.0,4621.0,4621,1272.6000000000004,0.0,0,1,4,0,0.0,0.2,0.8,0.0,1.8,0.16000000000000014,"[2, 2, 2, 1, 2]"
3490,6,0,-1.0,-1.0,5893.6,6,50.0,800.0,34,50.0,4624.0,4624,1269.6000000000004,0.0,0,1,4,1,0.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,2.0,0.33333333333333304,"[2, 2, 2, 1, 2, 3]"
3491,7,0,-1.0,-1.0,5893.6,-1,50.0,800.0,39,50.0,5894.0,5894,-0.3999999999996362,0.0,0,1,4,2,0.0,0.14285714285714285,0.5714285714285714,0.2857142857142857,2.142857142857143,0.4081632653061229,"[2, 2, 2, 1, 2, 3, 3]"
3492,2,800,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4621.0,4621,1272.6000000000004,0.0,0,0,2,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2]"
3493,3,0,-1.0,-1.0,5893.6,3,50.0,800.0,20,50.0,4624.0,4624,1269.6000000000004,0.0,0,0,3,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2, 2]"
3494,4,0,-1.0,-1.0,5893.6,4,50.0,800.0,14,50.0,4619.0,4619,1274.6000000000004,0.0,0,0,4,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2, 2, 2]"
3495,5,0,-1.0,-1.0,5893.6,5,50.0,800.0,33,50.0,4621.0,4621,1272.6000000000004,0.0,0,0,4,1,0.0,0.0,0.8,0.2,2.2,0.15999999999999925,"[2, 2, 2, 2, 3]"
3496,6,0,-1.0,-1.0,5893.6,-1,50.0,800.0,37,50.0,5894.0,5894,-0.3999999999996362,0.0,0,0,4,2,0.0,0.0,0.6666666666666666,0.3333333333333333,2.333333333333333,0.2222222222222232,"[2, 2, 2, 2, 3, 3]"
3497,2,800,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4624.0,4624,1269.6000000000004,0.0,0,0,2,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2]"
3498,3,0,-1.0,-1.0,5893.6,3,50.0,800.0,34,50.0,4619.0,4619,1274.6000000000004,0.0,0,0,2,1,0.0,0.0,0.6666666666666666,0.3333333333333333,2.333333333333333,0.2222222222222232,"[2, 2, 3]"
3499,4,0,-1.0,-1.0,5893.6,4,50.0,800.0,20,50.0,4621.0,4621,1272.6000000000004,0.0,0,0,3,1,0.0,0.0,0.75,0.25,2.25,0.1875,"[2, 2, 3, 2]"
3500,5,0,-1.0,-1.0,5893.6,5,50.0,800.0,39,50.0,4625.0,4625,1268.6000000000004,0.0,0,0,3,2,0.0,0.0,0.6,0.4,2.4000000000000004,0.23999999999999844,"[2, 2, 3, 2, 3]"
3501,6,0,-1.0,-1.0,5893.6,-1,50.0,800.0,33,50.0,5894.0,5894,-0.3999999999996362,0.0,0,0,3,3,0.0,0.0,0.5,0.5,2.5,0.25,"[2, 2, 3, 2, 3, 3]"
3502,2,400,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4622.0,4622,1271.6000000000004,0.0,0,0,2,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2]"
3503,3,0,-1.0,-1.0,5893.6,3,50.0,400.0,14,50.0,4624.0,4624,1269.6000000000004,0.0,0,0,3,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2, 2]"
3504,4,0,-1.0,-1.0,5893.6,4,50.0,400.0,33,50.0,4619.0,4619,1274.6000000000004,0.0,0,0,3,1,0.0,0.0,0.75,0.25,2.25,0.1875,"[2, 2, 2, 3]"
3505,5,0,-1.0,-1.0,5893.6,5,50.0,400.0,34,50.0,4620.0,4620,1273.6000000000004,0.0,0,0,3,2,0.0,0.0,0.6,0.4,2.4000000000000004,0.23999999999999844,"[2, 2, 2, 3, 3]"
3506,6,0,-1.0,-1.0,5893.6,6,50.0,400.0,37,50.0,4625.0,4625,1268.6000000000004,0.0,0,0,3,3,0.0,0.0,0.5,0.5,2.5,0.25,"[2, 2, 2, 3, 3, 3]"
3507,7,0,-1.0,-1.0,5893.6,-1,50.0,400.0,20,50.0,5894.0,5894,-0.3999999999996362,0.0,0,0,4,3,0.0,0.0,0.5714285714285714,0.42857142857142855,2.4285714285714284,0.24489795918367374,"[2, 2, 2, 3, 3, 3, 2]"
3508,2,400,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4621.0,4621,1272.6000000000004,0.0,0,0,2,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2]"
3509,3,0,-1.0,-1.0,5893.6,3,50.0,400.0,14,50.0,4624.0,4624,1269.6000000000004,0.0,0,0,3,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2, 2]"
