index,Total Line Failures,Maximum failed line capacity,Load shed from previous step,Difference in Load Shed,Load,Steady State,Capacity of Failed Ones,Capacity of Failed Ones 2,Failed Line Index,Capacity of Failed One,Time of Failure Event,Accumulation of Failed Capacities,Demand-Loadshed Difference,Generation,Region 0 Failures,Region 1 Failures,Region 2 Failures,Region 3 Failures,Region 0 Topological Factor,Region 1 Topological Factor,Region 2 Topological Factor,Region 3 Topological Factor,Mean of T,Variance of T,Region of Failure
1231,2,800,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4621.0,4621,1272.6000000000004,0.0,0,0,2,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2]"
1232,3,0,-1.0,-1.0,5893.6,3,50.0,800.0,14,50.0,4619.0,4619,1274.6000000000004,0.0,0,0,3,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2, 2]"
1233,4,0,-1.0,-1.0,5893.6,4,50.0,800.0,37,50.0,4621.0,4621,1272.6000000000004,0.0,0,0,3,1,0.0,0.0,0.75,0.25,2.25,0.1875,"[2, 2, 2, 3]"
1234,5,0,-1.0,-1.0,5893.6,5,50.0,800.0,39,50.0,4625.0,4625,1268.6000000000004,0.0,0,0,3,2,0.0,0.0,0.6,0.4,2.4000000000000004,0.23999999999999844,"[2, 2, 2, 3, 3]"
1235,6,0,-1.0,-1.0,5893.6,-1,50.0,800.0,33,50.0,5894.0,5894,-0.3999999999996362,0.0,0,0,3,3,0.0,0.0,0.5,0.5,2.5,0.25,"[2, 2, 2, 3, 3, 3]"
1236,2,400,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4624.0,4624,1269.6000000000004,0.0,0,0,2,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2]"
1237,3,0,-1.0,-1.0,5893.6,3,50.0,400.0,41,50.0,4619.0,4619,1274.6000000000004,0.0,0,1,2,0,0.0,0.3333333333333333,0.6666666666666666,0.0,1.6666666666666665,0.22222222222222276,"[2, 2, 1]"
1238,4,0,-1.0,-1.0,5893.6,4,50.0,400.0,39,50.0,4621.0,4621,1272.6000000000004,0.0,0,1,2,1,0.0,0.25,0.5,0.25,2.0,0.5,"[2, 2, 1, 3]"
1239,5,0,-1.0,-1.0,5893.6,5,50.0,400.0,34,50.0,4624.0,4624,1269.6000000000004,0.0,0,1,2,2,0.0,0.2,0.4,0.4,2.2,0.5599999999999996,"[2, 2, 1, 3, 3]"
1240,6,0,-1.0,-1.0,5893.6,-1,50.0,400.0,20,50.0,5894.0,5894,-0.3999999999996362,0.0,0,1,3,2,0.0,0.16666666666666666,0.5,0.3333333333333333,2.166666666666667,0.47222222222222054,"[2, 2, 1, 3, 3, 2]"
1241,2,400,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4619.0,4619,1274.6000000000004,0.0,0,0,2,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2]"
1242,3,0,-1.0,-1.0,5893.6,3,50.0,400.0,41,50.0,4623.0,4623,1270.6000000000004,0.0,0,1,2,0,0.0,0.3333333333333333,0.6666666666666666,0.0,1.6666666666666665,0.22222222222222276,"[2, 2, 1]"
1243,4,0,-1.0,-1.0,5893.6,4,50.0,400.0,14,50.0,4619.0,4619,1274.6000000000004,0.0,0,1,3,0,0.0,0.25,0.75,0.0,1.75,0.1875,"[2, 2, 1, 2]"
1244,5,0,-1.0,-1.0,5893.6,5,50.0,400.0,20,50.0,4621.0,4621,1272.6000000000004,0.0,0,1,4,0,0.0,0.2,0.8,0.0,1.8,0.16000000000000014,"[2, 2, 1, 2, 2]"
1245,6,0,-1.0,-1.0,5893.6,6,50.0,400.0,34,50.0,4624.0,4624,1269.6000000000004,0.0,0,1,4,1,0.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,2.0,0.33333333333333304,"[2, 2, 1, 2, 2, 3]"
1246,7,0,-1.0,-1.0,5893.6,-1,50.0,400.0,39,50.0,5894.0,5894,-0.3999999999996362,0.0,0,1,4,2,0.0,0.14285714285714285,0.5714285714285714,0.2857142857142857,2.142857142857143,0.4081632653061229,"[2, 2, 1, 2, 2, 3, 3]"
1247,2,100,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4623.0,4623,1270.6000000000004,0.0,0,0,2,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2]"
1248,3,0,-1.0,-1.0,5893.6,3,50.0,100.0,14,50.0,4619.0,4619,1274.6000000000004,0.0,0,0,3,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2, 2]"
1249,4,0,-1.0,-1.0,5893.6,4,50.0,100.0,33,50.0,4621.0,4621,1272.6000000000004,0.0,0,0,3,1,0.0,0.0,0.75,0.25,2.25,0.1875,"[2, 2, 2, 3]"
1250,5,0,-1.0,-1.0,5893.6,-1,50.0,100.0,37,50.0,5894.0,5894,-0.3999999999996362,0.0,0,0,3,2,0.0,0.0,0.6,0.4,2.4000000000000004,0.23999999999999844,"[2, 2, 2, 3, 3]"
1251,2,804,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4623.0,4623,1270.6000000000004,0.0,0,0,2,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2]"
1252,3,0,-1.0,-1.0,5893.6,3,50.0,804.8502436360034,33,50.0,4622.0,4622,1271.6000000000004,0.0,0,0,2,1,0.0,0.0,0.6666666666666666,0.3333333333333333,2.333333333333333,0.2222222222222232,"[2, 2, 3]"
1253,4,0,-1.0,-1.0,5893.6,4,50.0,804.8502436360034,34,50.0,4617.0,4617,1276.6000000000004,0.0,0,0,2,2,0.0,0.0,0.5,0.5,2.5,0.25,"[2, 2, 3, 3]"
1254,5,0,-1.0,-1.0,5893.6,5,50.0,804.8502436360034,20,50.0,4621.0,4621,1272.6000000000004,0.0,0,0,3,2,0.0,0.0,0.6,0.4,2.4000000000000004,0.23999999999999844,"[2, 2, 3, 3, 2]"
1255,6,0,-1.0,-1.0,5893.6,6,50.0,804.8502436360034,37,50.0,4625.0,4625,1268.6000000000004,0.0,0,0,3,3,0.0,0.0,0.5,0.5,2.5,0.25,"[2, 2, 3, 3, 2, 3]"
1256,7,0,-1.0,-1.0,5893.6,-1,50.0,804.8502436360034,14,50.0,5894.0,5894,-0.3999999999996362,0.0,0,0,4,3,0.0,0.0,0.5714285714285714,0.42857142857142855,2.4285714285714284,0.24489795918367374,"[2, 2, 3, 3, 2, 3, 2]"
1257,2,400,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4624.0,4624,1269.6000000000004,0.0,0,0,2,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2]"
1258,3,0,-1.0,-1.0,5893.6,3,50.0,400.0,41,50.0,4619.0,4619,1274.6000000000004,0.0,0,1,2,0,0.0,0.3333333333333333,0.6666666666666666,0.0,1.6666666666666665,0.22222222222222276,"[2, 2, 1]"
1259,4,0,-1.0,-1.0,5893.6,4,50.0,400.0,20,50.0,4621.0,4621,1272.6000000000004,0.0,0,1,3,0,0.0,0.25,0.75,0.0,1.75,0.1875,"[2, 2, 1, 2]"
1260,5,0,-1.0,-1.0,5893.6,5,50.0,400.0,34,50.0,4624.0,4624,1269.6000000000004,0.0,0,1,3,1,0.0,0.2,0.6,0.2,2.0,0.40000000000000036,"[2, 2, 1, 2, 3]"
1261,6,0,-1.0,-1.0,5893.6,-1,50.0,400.0,39,50.0,5894.0,5894,-0.3999999999996362,0.0,0,1,3,2,0.0,0.16666666666666666,0.5,0.3333333333333333,2.166666666666667,0.47222222222222054,"[2, 2, 1, 2, 3, 3]"
1262,2,804,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4623.0,4623,1270.6000000000004,0.0,0,0,2,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2]"
1263,3,0,-1.0,-1.0,5893.6,3,50.0,804.8502436360034,41,50.0,4624.0,4624,1269.6000000000004,0.0,0,1,2,0,0.0,0.3333333333333333,0.6666666666666666,0.0,1.6666666666666665,0.22222222222222276,"[2, 2, 1]"
1264,4,0,-1.0,-1.0,5893.6,4,50.0,804.8502436360034,34,50.0,4619.0,4619,1274.6000000000004,0.0,0,1,2,1,0.0,0.25,0.5,0.25,2.0,0.5,"[2, 2, 1, 3]"
1265,5,0,-1.0,-1.0,5893.6,5,50.0,804.8502436360034,37,50.0,4620.0,4620,1273.6000000000004,0.0,0,1,2,2,0.0,0.2,0.4,0.4,2.2,0.5599999999999996,"[2, 2, 1, 3, 3]"
1266,6,0,-1.0,-1.0,5893.6,6,50.0,804.8502436360034,14,50.0,4624.0,4624,1269.6000000000004,0.0,0,1,3,2,0.0,0.16666666666666666,0.5,0.3333333333333333,2.166666666666667,0.47222222222222054,"[2, 2, 1, 3, 3, 2]"
1267,7,0,-1.0,-1.0,5893.6,-1,50.0,804.8502436360034,39,50.0,5894.0,5894,-0.3999999999996362,0.0,0,1,3,3,0.0,0.14285714285714285,0.42857142857142855,0.42857142857142855,2.2857142857142856,0.4897959183673466,"[2, 2, 1, 3, 3, 2, 3]"
1268,2,400,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4623.0,4623,1270.6000000000004,0.0,0,0,2,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2]"
1269,3,0,-1.0,-1.0,5893.6,3,50.0,400.0,14,50.0,4624.0,4624,1269.6000000000004,0.0,0,0,3,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2, 2]"
1270,4,0,-1.0,-1.0,5893.6,4,50.0,400.0,41,50.0,4619.0,4619,1274.6000000000004,0.0,0,1,3,0,0.0,0.25,0.75,0.0,1.75,0.1875,"[2, 2, 2, 1]"
1271,5,0,-1.0,-1.0,5893.6,5,50.0,400.0,20,50.0,4621.0,4621,1272.6000000000004,0.0,0,1,4,0,0.0,0.2,0.8,0.0,1.8,0.16000000000000014,"[2, 2, 2, 1, 2]"
1272,6,0,-1.0,-1.0,5893.6,6,50.0,400.0,33,50.0,4626.0,4626,1267.6000000000004,0.0,0,1,4,1,0.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,2.0,0.33333333333333304,"[2, 2, 2, 1, 2, 3]"
1273,7,0,-1.0,-1.0,5893.6,-1,50.0,400.0,37,50.0,5894.0,5894,-0.3999999999996362,0.0,0,1,4,2,0.0,0.14285714285714285,0.5714285714285714,0.2857142857142857,2.142857142857143,0.4081632653061229,"[2, 2, 2, 1, 2, 3, 3]"
1274,2,400,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4622.0,4622,1271.6000000000004,0.0,0,0,2,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2]"
1275,3,0,-1.0,-1.0,5893.6,3,50.0,400.0,33,50.0,4624.0,4624,1269.6000000000004,0.0,0,0,2,1,0.0,0.0,0.6666666666666666,0.3333333333333333,2.333333333333333,0.2222222222222232,"[2, 2, 3]"
1276,4,0,-1.0,-1.0,5893.6,4,50.0,400.0,14,50.0,4619.0,4619,1274.6000000000004,0.0,0,0,3,1,0.0,0.0,0.75,0.25,2.25,0.1875,"[2, 2, 3, 2]"
1277,5,0,-1.0,-1.0,5893.6,5,50.0,400.0,20,50.0,4621.0,4621,1272.6000000000004,0.0,0,0,4,1,0.0,0.0,0.8,0.2,2.2,0.15999999999999925,"[2, 2, 3, 2, 2]"
1278,6,0,-1.0,-1.0,5893.6,-1,50.0,400.0,37,50.0,5894.0,5894,-0.3999999999996362,0.0,0,0,4,2,0.0,0.0,0.6666666666666666,0.3333333333333333,2.333333333333333,0.2222222222222232,"[2, 2, 3, 2, 2, 3]"
1279,2,400,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4622.0,4622,1271.6000000000004,0.0,0,0,2,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2]"
1280,3,0,-1.0,-1.0,5893.6,3,50.0,400.0,14,50.0,4624.0,4624,1269.6000000000004,0.0,0,0,3,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2, 2]"
1281,4,0,-1.0,-1.0,5893.6,4,50.0,400.0,39,50.0,4619.0,4619,1274.6000000000004,0.0,0,0,3,1,0.0,0.0,0.75,0.25,2.25,0.1875,"[2, 2, 2, 3]"
1282,5,0,-1.0,-1.0,5893.6,5,50.0,400.0,20,50.0,4621.0,4621,1272.6000000000004,0.0,0,0,4,1,0.0,0.0,0.8,0.2,2.2,0.15999999999999925,"[2, 2, 2, 3, 2]"
1283,6,0,-1.0,-1.0,5893.6,6,50.0,400.0,37,50.0,4625.0,4625,1268.6000000000004,0.0,0,0,4,2,0.0,0.0,0.6666666666666666,0.3333333333333333,2.333333333333333,0.2222222222222232,"[2, 2, 2, 3, 2, 3]"
1284,7,0,-1.0,-1.0,5893.6,-1,50.0,400.0,33,50.0,5894.0,5894,-0.3999999999996362,0.0,0,0,4,3,0.0,0.0,0.5714285714285714,0.42857142857142855,2.4285714285714284,0.24489795918367374,"[2, 2, 2, 3, 2, 3, 3]"
1285,2,400,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4624.0,4624,1269.6000000000004,0.0,0,0,2,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2]"
1286,3,0,-1.0,-1.0,5893.6,3,50.0,400.0,41,50.0,4619.0,4619,1274.6000000000004,0.0,0,1,2,0,0.0,0.3333333333333333,0.6666666666666666,0.0,1.6666666666666665,0.22222222222222276,"[2, 2, 1]"
1287,4,0,-1.0,-1.0,5893.6,4,50.0,400.0,39,50.0,4621.0,4621,1272.6000000000004,0.0,0,1,2,1,0.0,0.25,0.5,0.25,2.0,0.5,"[2, 2, 1, 3]"
1288,5,0,-1.0,-1.0,5893.6,5,50.0,400.0,34,50.0,4624.0,4624,1269.6000000000004,0.0,0,1,2,2,0.0,0.2,0.4,0.4,2.2,0.5599999999999996,"[2, 2, 1, 3, 3]"
1289,6,0,-1.0,-1.0,5893.6,-1,50.0,400.0,20,50.0,5894.0,5894,-0.3999999999996362,0.0,0,1,3,2,0.0,0.16666666666666666,0.5,0.3333333333333333,2.166666666666667,0.47222222222222054,"[2, 2, 1, 3, 3, 2]"
1290,2,804,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4623.0,4623,1270.6000000000004,0.0,0,0,2,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2]"
1291,3,0,-1.0,-1.0,5893.6,3,50.0,804.8502436360034,20,50.0,4621.0,4621,1272.6000000000004,0.0,0,0,3,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2, 2]"
1292,4,0,-1.0,-1.0,5893.6,4,50.0,804.8502436360034,14,50.0,4619.0,4619,1274.6000000000004,0.0,0,0,4,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2, 2, 2]"
1293,5,0,-1.0,-1.0,5893.6,5,50.0,804.8502436360034,37,50.0,4621.0,4621,1272.6000000000004,0.0,0,0,4,1,0.0,0.0,0.8,0.2,2.2,0.15999999999999925,"[2, 2, 2, 2, 3]"
1294,6,0,-1.0,-1.0,5893.6,-1,50.0,804.8502436360034,33,50.0,5894.0,5894,-0.3999999999996362,0.0,0,0,4,2,0.0,0.0,0.6666666666666666,0.3333333333333333,2.333333333333333,0.2222222222222232,"[2, 2, 2, 2, 3, 3]"
1295,2,800,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4623.0,4623,1270.6000000000004,0.0,0,0,2,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2]"
1296,3,0,-1.0,-1.0,5893.6,3,50.0,800.0,14,50.0,4624.0,4624,1269.6000000000004,0.0,0,0,3,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2, 2]"
1297,4,0,-1.0,-1.0,5893.6,4,50.0,800.0,41,50.0,4619.0,4619,1274.6000000000004,0.0,0,1,3,0,0.0,0.25,0.75,0.0,1.75,0.1875,"[2, 2, 2, 1]"
1298,5,0,-1.0,-1.0,5893.6,5,50.0,800.0,20,50.0,4621.0,4621,1272.6000000000004,0.0,0,1,4,0,0.0,0.2,0.8,0.0,1.8,0.16000000000000014,"[2, 2, 2, 1, 2]"
1299,6,0,-1.0,-1.0,5893.6,6,50.0,800.0,33,50.0,4626.0,4626,1267.6000000000004,0.0,0,1,4,1,0.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,2.0,0.33333333333333304,"[2, 2, 2, 1, 2, 3]"
1300,7,0,-1.0,-1.0,5893.6,-1,50.0,800.0,37,50.0,5894.0,5894,-0.3999999999996362,0.0,0,1,4,2,0.0,0.14285714285714285,0.5714285714285714,0.2857142857142857,2.142857142857143,0.4081632653061229,"[2, 2, 2, 1, 2, 3, 3]"
1301,2,800,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4622.0,4622,1271.6000000000004,0.0,0,0,2,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2]"
1302,3,0,-1.0,-1.0,5893.6,3,50.0,800.0,14,50.0,4624.0,4624,1269.6000000000004,0.0,0,0,3,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2, 2]"
1303,4,0,-1.0,-1.0,5893.6,4,50.0,800.0,41,50.0,4619.0,4619,1274.6000000000004,0.0,0,1,3,0,0.0,0.25,0.75,0.0,1.75,0.1875,"[2, 2, 2, 1]"
1304,5,0,-1.0,-1.0,5893.6,5,50.0,800.0,39,50.0,4621.0,4621,1272.6000000000004,0.0,0,1,3,1,0.0,0.2,0.6,0.2,2.0,0.40000000000000036,"[2, 2, 2, 1, 3]"
1305,6,0,-1.0,-1.0,5893.6,6,50.0,800.0,20,50.0,4625.0,4625,1268.6000000000004,0.0,0,1,4,1,0.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,2.0,0.33333333333333304,"[2, 2, 2, 1, 3, 2]"
1306,7,0,-1.0,-1.0,5893.6,-1,50.0,800.0,33,50.0,5894.0,5894,-0.3999999999996362,0.0,0,1,4,2,0.0,0.14285714285714285,0.5714285714285714,0.2857142857142857,2.142857142857143,0.4081632653061229,"[2, 2, 2, 1, 3, 2, 3]"
1307,2,800,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4623.0,4623,1270.6000000000004,0.0,0,0,2,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2]"
1308,3,0,-1.0,-1.0,5893.6,3,50.0,800.0,20,50.0,4622.0,4622,1271.6000000000004,0.0,0,0,3,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2, 2]"
1309,4,0,-1.0,-1.0,5893.6,4,50.0,800.0,14,50.0,4619.0,4619,1274.6000000000004,0.0,0,0,4,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2, 2, 2]"
1310,5,0,-1.0,-1.0,5893.6,5,50.0,800.0,33,50.0,4621.0,4621,1272.6000000000004,0.0,0,0,4,1,0.0,0.0,0.8,0.2,2.2,0.15999999999999925,"[2, 2, 2, 2, 3]"
1311,6,0,-1.0,-1.0,5893.6,6,50.0,800.0,39,50.0,4625.0,4625,1268.6000000000004,0.0,0,0,4,2,0.0,0.0,0.6666666666666666,0.3333333333333333,2.333333333333333,0.2222222222222232,"[2, 2, 2, 2, 3, 3]"
1312,7,0,-1.0,-1.0,5893.6,-1,50.0,800.0,37,50.0,5894.0,5894,-0.3999999999996362,0.0,0,0,4,3,0.0,0.0,0.5714285714285714,0.42857142857142855,2.4285714285714284,0.24489795918367374,"[2, 2, 2, 2, 3, 3, 3]"
1313,2,400,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4622.0,4622,1271.6000000000004,0.0,0,0,2,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2]"
1314,3,0,-1.0,-1.0,5893.6,3,50.0,400.0,14,50.0,4624.0,4624,1269.6000000000004,0.0,0,0,3,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2, 2]"
1315,4,0,-1.0,-1.0,5893.6,4,50.0,400.0,37,50.0,4619.0,4619,1274.6000000000004,0.0,0,0,3,1,0.0,0.0,0.75,0.25,2.25,0.1875,"[2, 2, 2, 3]"
1316,5,0,-1.0,-1.0,5893.6,5,50.0,400.0,39,50.0,4621.0,4621,1272.6000000000004,0.0,0,0,3,2,0.0,0.0,0.6,0.4,2.4000000000000004,0.23999999999999844,"[2, 2, 2, 3, 3]"
1317,6,0,-1.0,-1.0,5893.6,6,50.0,400.0,41,50.0,4625.0,4625,1268.6000000000004,0.0,0,1,3,2,0.0,0.16666666666666666,0.5,0.3333333333333333,2.166666666666667,0.47222222222222054,"[2, 2, 2, 3, 3, 1]"
1318,7,0,-1.0,-1.0,5893.6,-1,50.0,400.0,33,50.0,5894.0,5894,-0.3999999999996362,0.0,0,1,3,3,0.0,0.14285714285714285,0.42857142857142855,0.42857142857142855,2.2857142857142856,0.4897959183673466,"[2, 2, 2, 3, 3, 1, 3]"
1319,2,400,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4621.0,4621,1272.6000000000004,0.0,0,0,2,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2]"
1320,3,0,-1.0,-1.0,5893.6,3,50.0,400.0,33,50.0,4624.0,4624,1269.6000000000004,0.0,0,0,2,1,0.0,0.0,0.6666666666666666,0.3333333333333333,2.333333333333333,0.2222222222222232,"[2, 2, 3]"
1321,4,0,-1.0,-1.0,5893.6,4,50.0,400.0,14,50.0,4619.0,4619,1274.6000000000004,0.0,0,0,3,1,0.0,0.0,0.75,0.25,2.25,0.1875,"[2, 2, 3, 2]"
1322,5,0,-1.0,-1.0,5893.6,5,50.0,400.0,37,50.0,4621.0,4621,1272.6000000000004,0.0,0,0,3,2,0.0,0.0,0.6,0.4,2.4000000000000004,0.23999999999999844,"[2, 2, 3, 2, 3]"
1323,6,0,-1.0,-1.0,5893.6,-1,50.0,400.0,20,50.0,5894.0,5894,-0.3999999999996362,0.0,0,0,4,2,0.0,0.0,0.6666666666666666,0.3333333333333333,2.333333333333333,0.2222222222222232,"[2, 2, 3, 2, 3, 2]"
1324,2,800,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4624.0,4624,1269.6000000000004,0.0,0,0,2,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2]"
1325,3,0,-1.0,-1.0,5893.6,3,50.0,800.0,14,50.0,4628.0,4628,1265.6000000000004,0.0,0,0,3,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2, 2]"
1326,4,0,-1.0,-1.0,5893.6,4,50.0,800.0,34,50.0,4630.0,4630,1263.6000000000004,0.0,0,0,3,1,0.0,0.0,0.75,0.25,2.25,0.1875,"[2, 2, 2, 3]"
1327,5,0,-1.0,-1.0,5893.6,5,50.0,800.0,20,50.0,4630.0,4630,1263.6000000000004,0.0,0,0,4,1,0.0,0.0,0.8,0.2,2.2,0.15999999999999925,"[2, 2, 2, 3, 2]"
1328,6,0,-1.0,-1.0,5893.6,6,50.0,800.0,33,50.0,4629.0,4629,1264.6000000000004,0.0,0,0,4,2,0.0,0.0,0.6666666666666666,0.3333333333333333,2.333333333333333,0.2222222222222232,"[2, 2, 2, 3, 2, 3]"
1329,7,0,-1.0,-1.0,5893.6,-1,50.0,800.0,37,50.0,5894.0,5894,-0.3999999999996362,0.0,0,0,4,3,0.0,0.0,0.5714285714285714,0.42857142857142855,2.4285714285714284,0.24489795918367374,"[2, 2, 2, 3, 2, 3, 3]"
1330,2,804,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4622.0,4622,1271.6000000000004,0.0,0,0,2,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2]"
1331,3,0,-1.0,-1.0,5893.6,3,50.0,804.8502436360034,33,50.0,4623.0,4623,1270.6000000000004,0.0,0,0,2,1,0.0,0.0,0.6666666666666666,0.3333333333333333,2.333333333333333,0.2222222222222232,"[2, 2, 3]"
1332,4,0,-1.0,-1.0,5893.6,4,50.0,804.8502436360034,20,50.0,4619.0,4619,1274.6000000000004,0.0,0,0,3,1,0.0,0.0,0.75,0.25,2.25,0.1875,"[2, 2, 3, 2]"
1333,5,0,-1.0,-1.0,5893.6,5,50.0,804.8502436360034,14,50.0,4621.0,4621,1272.6000000000004,0.0,0,0,4,1,0.0,0.0,0.8,0.2,2.2,0.15999999999999925,"[2, 2, 3, 2, 2]"
1334,6,0,-1.0,-1.0,5893.6,-1,50.0,804.8502436360034,37,50.0,5894.0,5894,-0.3999999999996362,0.0,0,0,4,2,0.0,0.0,0.6666666666666666,0.3333333333333333,2.333333333333333,0.2222222222222232,"[2, 2, 3, 2, 2, 3]"
1335,2,400,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4622.0,4622,1271.6000000000004,0.0,0,0,2,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2]"
1336,3,0,-1.0,-1.0,5893.6,3,50.0,400.0,14,50.0,4624.0,4624,1269.6000000000004,0.0,0,0,3,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2, 2]"
1337,4,0,-1.0,-1.0,5893.6,4,50.0,400.0,39,50.0,4619.0,4619,1274.6000000000004,0.0,0,0,3,1,0.0,0.0,0.75,0.25,2.25,0.1875,"[2, 2, 2, 3]"
1338,5,0,-1.0,-1.0,5893.6,5,50.0,400.0,20,50.0,4621.0,4621,1272.6000000000004,0.0,0,0,4,1,0.0,0.0,0.8,0.2,2.2,0.15999999999999925,"[2, 2, 2, 3, 2]"
1339,6,0,-1.0,-1.0,5893.6,6,50.0,400.0,37,50.0,4625.0,4625,1268.6000000000004,0.0,0,0,4,2,0.0,0.0,0.6666666666666666,0.3333333333333333,2.333333333333333,0.2222222222222232,"[2, 2, 2, 3, 2, 3]"
1340,7,0,-1.0,-1.0,5893.6,-1,50.0,400.0,33,50.0,5894.0,5894,-0.3999999999996362,0.0,0,0,4,3,0.0,0.0,0.5714285714285714,0.42857142857142855,2.4285714285714284,0.24489795918367374,"[2, 2, 2, 3, 2, 3, 3]"
1341,2,400,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4624.0,4624,1269.6000000000004,0.0,0,0,2,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2]"
1342,3,0,-1.0,-1.0,5893.6,3,50.0,400.0,41,50.0,4619.0,4619,1274.6000000000004,0.0,0,1,2,0,0.0,0.3333333333333333,0.6666666666666666,0.0,1.6666666666666665,0.22222222222222276,"[2, 2, 1]"
1343,4,0,-1.0,-1.0,5893.6,4,50.0,400.0,33,50.0,4621.0,4621,1272.6000000000004,0.0,0,1,2,1,0.0,0.25,0.5,0.25,2.0,0.5,"[2, 2, 1, 3]"
1344,5,0,-1.0,-1.0,5893.6,5,50.0,400.0,37,50.0,4626.0,4626,1267.6000000000004,0.0,0,1,2,2,0.0,0.2,0.4,0.4,2.2,0.5599999999999996,"[2, 2, 1, 3, 3]"
1345,6,0,-1.0,-1.0,5893.6,-1,50.0,400.0,20,50.0,5894.0,5894,-0.3999999999996362,0.0,0,1,3,2,0.0,0.16666666666666666,0.5,0.3333333333333333,2.166666666666667,0.47222222222222054,"[2, 2, 1, 3, 3, 2]"
1346,2,400,-1.0,-1.0,5893.6,2,0.0,0.0,0,0.0,4623.0,4623,1270.6000000000004,0.0,0,0,2,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2]"
1347,3,0,-1.0,-1.0,5893.6,3,50.0,400.0,14,50.0,4624.0,4624,1269.6000000000004,0.0,0,0,3,0,0.0,0.0,1.0,0.0,2.0,0.0,"[2, 2, 2]"
1348,4,0,-1.0,-1.0,5893.6,4,50.0,400.0,41,50.0,4619.0,4619,1274.6000000000004,0.0,0,1,3,0,0.0,0.25,0.75,0.0,1.75,0.1875,"[2, 2, 2, 1]"
1349,5,0,-1.0,-1.0,5893.6,5,50.0,400.0,20,50.0,4621.0,4621,1272.6000000000004,0.0,0,1,4,0,0.0,0.2,0.8,0.0,1.8,0.16000000000000014,"[2, 2, 2, 1, 2]"
