Total Line Failures,Maximum failed line capacity,Load shed from previous step,Difference in Load Shed,Load,Steady State,Capacity of Failed Ones,Capacity of Failed Ones 2,Failed Line Index,Capacity of Failed One,Time of Failure Event,Accumulation of Failed Capacities,Demand-Loadshed Difference,Generation,Region 0 Failures,Region 1 Failures,Region 0 Topological Factor,Region 1 Topological Factor,Region of Failure
42,0.0,-1.0,-1.0,6976.340000000001,41,50.0,200.0,1,100.0,1653.0,1653.0,5323.340000000001,5323.328733240503,23,19,0.5476190476190477,0.4523809523809524,"[1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
43,0.0,-1.0,-1.0,6976.340000000001,42,50.0,200.0,143,50.0,1738.0,1738.0,5238.340000000001,5238.8151029048995,23,20,0.5348837209302325,0.46511627906976744,"[1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
44,0.0,-1.0,-1.0,6976.340000000001,43,50.0,200.0,129,50.0,1784.0,1784.0,5192.340000000001,5191.965294465243,23,21,0.5227272727272727,0.4772727272727273,"[1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
45,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,122,50.0,2115.0,2115.0,4861.340000000001,4861.584614369165,23,22,0.5111111111111111,0.4888888888888889,"[1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
3,50.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1138.0,1138.0,5838.340000000001,5838.687932715027,0,3,0.0,1.0,"[1, 1, 1]"
3,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1133.0,1133.0,5843.340000000001,5843.552320505865,2,1,0.6666666666666666,0.3333333333333333,"[0, 0, 1]"
3,400.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1085.0,1085.0,5891.340000000001,5891.081648840659,2,1,0.6666666666666666,0.3333333333333333,"[1, 0, 0]"
3,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1107.0,1107.0,5869.340000000001,5868.84491476451,1,2,0.3333333333333333,0.6666666666666666,"[0, 1, 1]"
3,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1189.0,1189.0,5787.340000000001,5787.728189098547,2,1,0.6666666666666666,0.3333333333333333,"[0, 1, 0]"
3,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,748.0,748.0,6228.340000000001,6227.992089902442,2,1,0.6666666666666666,0.3333333333333333,"[1, 0, 0]"
4,0.0,-1.0,-1.0,6976.340000000001,3,100.0,200.0,38,200.0,855.0,855.0,6121.340000000001,6121.556246893488,3,1,0.75,0.25,"[1, 0, 0, 0]"
5,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,9,50.0,914.0,914.0,6062.340000000001,6062.805196489844,4,1,0.8,0.2,"[1, 0, 0, 0, 0]"
6,0.0,-1.0,-1.0,6976.340000000001,5,50.0,200.0,90,100.0,895.0,895.0,6081.340000000001,6081.380976051711,5,1,0.8333333333333334,0.16666666666666666,"[1, 0, 0, 0, 0, 0]"
7,0.0,-1.0,-1.0,6976.340000000001,6,50.0,200.0,33,50.0,777.0,777.0,6199.340000000001,6199.299844943177,6,1,0.8571428571428571,0.14285714285714285,"[1, 0, 0, 0, 0, 0, 0]"
8,0.0,-1.0,-1.0,6976.340000000001,7,50.0,200.0,98,50.0,914.0,914.0,6062.340000000001,6062.405954966574,6,2,0.75,0.25,"[1, 0, 0, 0, 0, 0, 0, 1]"
9,0.0,-1.0,-1.0,6976.340000000001,8,50.0,200.0,99,50.0,736.0,736.0,6240.340000000001,6240.723859000642,6,3,0.6666666666666666,0.3333333333333333,"[1, 0, 0, 0, 0, 0, 0, 1, 1]"
10,0.0,-1.0,-1.0,6976.340000000001,9,50.0,200.0,105,50.0,851.0,851.0,6125.340000000001,6125.209719595092,6,4,0.6,0.4,"[1, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
11,0.0,-1.0,-1.0,6976.340000000001,10,50.0,200.0,51,50.0,806.0,806.0,6170.340000000001,6170.220012512559,7,4,0.6363636363636364,0.36363636363636365,"[1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]"
12,0.0,-1.0,-1.0,6976.340000000001,11,50.0,200.0,91,100.0,824.0,824.0,6152.340000000001,6152.011087918779,8,4,0.6666666666666666,0.3333333333333333,"[1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]"
13,0.0,-1.0,-1.0,6976.340000000001,12,50.0,200.0,89,100.0,810.0,810.0,6166.340000000001,6165.954167419057,9,4,0.6923076923076923,0.3076923076923077,"[1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]"
14,0.0,-1.0,-1.0,6976.340000000001,13,50.0,200.0,100,50.0,759.0,759.0,6217.340000000001,6217.207398322107,9,5,0.6428571428571429,0.35714285714285715,"[1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1]"
15,0.0,-1.0,-1.0,6976.340000000001,14,50.0,200.0,42,50.0,744.0,744.0,6232.340000000001,6232.329727607772,10,5,0.6666666666666666,0.3333333333333333,"[1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0]"
16,0.0,-1.0,-1.0,6976.340000000001,15,50.0,200.0,106,100.0,870.0,870.0,6106.340000000001,6106.14362931264,10,6,0.625,0.375,"[1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1]"
17,0.0,-1.0,-1.0,6976.340000000001,16,50.0,200.0,119,50.0,871.0,871.0,6105.340000000001,6105.588958726637,10,7,0.5882352941176471,0.4117647058823529,"[1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1]"
18,0.0,-1.0,-1.0,6976.340000000001,17,50.0,200.0,41,100.0,927.0,927.0,6049.340000000001,6049.48599095836,11,7,0.6111111111111112,0.3888888888888889,"[1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0]"
19,0.0,-1.0,-1.0,6976.340000000001,18,50.0,200.0,107,50.0,943.0,943.0,6033.340000000001,6033.039301154042,11,8,0.5789473684210527,0.42105263157894735,"[1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1]"
20,0.0,-1.0,-1.0,6976.340000000001,19,50.0,200.0,116,100.0,938.0,938.0,6038.340000000001,6038.033809658309,11,9,0.55,0.45,"[1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1]"
21,0.0,-1.0,-1.0,6976.340000000001,20,50.0,200.0,108,50.0,941.0,941.0,6035.340000000001,6034.98452700558,11,10,0.5238095238095238,0.47619047619047616,"[1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1]"
22,0.0,-1.0,-1.0,6976.340000000001,21,50.0,200.0,138,50.0,947.0,947.0,6029.340000000001,6029.070492338524,11,11,0.5,0.5,"[1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1]"
23,0.0,-1.0,-1.0,6976.340000000001,22,50.0,200.0,136,50.0,918.0,918.0,6058.340000000001,6058.221332844965,11,12,0.4782608695652174,0.5217391304347826,"[1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1]"
24,0.0,-1.0,-1.0,6976.340000000001,23,50.0,200.0,139,100.0,898.0,898.0,6078.340000000001,6078.616836269375,11,13,0.4583333333333333,0.5416666666666666,"[1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1]"
25,0.0,-1.0,-1.0,6976.340000000001,24,50.0,200.0,142,50.0,1037.0,1037.0,5939.340000000001,5939.008993258764,11,14,0.44,0.56,"[1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
26,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,137,50.0,1097.0,1097.0,5879.340000000001,5879.008993258764,11,15,0.4230769230769231,0.5769230769230769,"[1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]"
3,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,932.0,932.0,6044.340000000001,6044.537748120079,2,1,0.6666666666666666,0.3333333333333333,"[1, 0, 0]"
3,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1151.0,1151.0,5825.340000000001,5825.052525468141,2,1,0.6666666666666666,0.3333333333333333,"[0, 1, 0]"
3,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1135.0,1135.0,5841.340000000001,5841.259568279521,2,1,0.6666666666666666,0.3333333333333333,"[0, 1, 0]"
3,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1165.0,1165.0,5811.340000000001,5810.960374446614,1,2,0.3333333333333333,0.6666666666666666,"[1, 0, 1]"
3,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,1066.0,1066.0,5910.340000000001,5910.243108352802,1,2,0.3333333333333333,0.6666666666666666,"[1, 0, 1]"
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,33,50.0,1067.0,1067.0,5909.340000000001,5909.728291176713,2,2,0.5,0.5,"[1, 0, 1, 0]"
3,50.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1106.0,1106.0,5870.340000000001,5870.78992911151,0,3,0.0,1.0,"[1, 1, 1]"
3,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1103.0,1103.0,5873.340000000001,5873.717008242547,1,2,0.3333333333333333,0.6666666666666666,"[1, 1, 0]"
3,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,1155.0,1155.0,5821.340000000001,5821.479982297059,3,0,1.0,0.0,"[0, 0, 0]"
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,100.0,33,50.0,1060.0,1060.0,5916.340000000001,5916.666575297806,4,0,1.0,0.0,"[0, 0, 0, 0]"
3,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1131.0,1131.0,5845.340000000001,5845.637596156414,3,0,1.0,0.0,"[0, 0, 0]"
3,400.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1163.0,1163.0,5813.340000000001,5813.5357972907095,0,3,0.0,1.0,"[1, 1, 1]"
3,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,1281.0,1281.0,5695.340000000001,5695.542637772264,2,1,0.6666666666666666,0.3333333333333333,"[0, 1, 0]"
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,100.0,137,50.0,1280.0,1280.0,5696.340000000001,5696.3964589724565,2,2,0.5,0.5,"[0, 1, 0, 1]"
3,400.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,1170.0,1170.0,5806.340000000001,5806.715342410138,1,2,0.3333333333333333,0.6666666666666666,"[1, 1, 0]"
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,400.0,33,50.0,1077.0,1077.0,5899.340000000001,5899.815960848262,2,2,0.5,0.5,"[1, 1, 0, 0]"
3,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,1199.0,1199.0,5777.340000000001,5777.04740114812,2,1,0.6666666666666666,0.3333333333333333,"[0, 0, 1]"
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,90,100.0,1193.0,1193.0,5783.340000000001,5782.851458056081,3,1,0.75,0.25,"[0, 0, 1, 0]"
3,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1157.0,1157.0,5819.340000000001,5819.076899942293,2,1,0.6666666666666666,0.3333333333333333,"[0, 1, 0]"
3,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1102.0,1102.0,5874.340000000001,5874.253429473454,2,1,0.6666666666666666,0.3333333333333333,"[0, 0, 1]"
3,400.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1085.0,1085.0,5891.340000000001,5891.823844049449,2,1,0.6666666666666666,0.3333333333333333,"[1, 0, 0]"
3,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1143.0,1143.0,5833.340000000001,5833.497796291679,1,2,0.3333333333333333,0.6666666666666666,"[0, 1, 1]"
3,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,990.0,990.0,5986.340000000001,5986.716177826964,3,0,1.0,0.0,"[0, 0, 0]"
3,50.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1100.0,1100.0,5876.340000000001,5876.39467935226,1,2,0.3333333333333333,0.6666666666666666,"[0, 1, 1]"
3,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1095.0,1095.0,5881.340000000001,5881.311625000569,2,1,0.6666666666666666,0.3333333333333333,"[0, 0, 1]"
3,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1226.0,1226.0,5750.340000000001,5750.660820535665,1,2,0.3333333333333333,0.6666666666666666,"[0, 1, 1]"
3,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1106.0,1106.0,5870.340000000001,5870.376496324292,0,3,0.0,1.0,"[1, 1, 1]"
3,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1113.0,1113.0,5863.340000000001,5863.304969658243,2,1,0.6666666666666666,0.3333333333333333,"[0, 1, 0]"
3,50.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1107.0,1107.0,5869.340000000001,5869.728368353243,0,3,0.0,1.0,"[1, 1, 1]"
3,50.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,1025.0,1025.0,5951.340000000001,5950.885565080806,2,1,0.6666666666666666,0.3333333333333333,"[0, 0, 1]"
4,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,50.0,110,50.0,1060.0,1060.0,5916.340000000001,5916.310885233572,2,2,0.5,0.5,"[0, 0, 1, 1]"
3,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1118.0,1118.0,5858.340000000001,5857.989831148154,1,2,0.3333333333333333,0.6666666666666666,"[0, 1, 1]"
3,400.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1137.0,1137.0,5839.340000000001,5839.258595771669,2,1,0.6666666666666666,0.3333333333333333,"[1, 0, 0]"
3,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1092.0,1092.0,5884.340000000001,5884.216636122194,1,2,0.3333333333333333,0.6666666666666666,"[1, 1, 0]"
3,800.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1236.0,1236.0,5740.340000000001,5740.32079383177,2,1,0.6666666666666666,0.3333333333333333,"[0, 1, 0]"
3,50.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1098.0,1098.0,5878.340000000001,5877.923796340475,0,3,0.0,1.0,"[1, 1, 1]"
3,50.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1183.0,1183.0,5793.340000000001,5792.86418280185,1,2,0.3333333333333333,0.6666666666666666,"[1, 1, 0]"
3,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,1051.0,1051.0,5925.340000000001,5925.485164843614,2,1,0.6666666666666666,0.3333333333333333,"[0, 0, 1]"
4,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,33,50.0,1036.0,1036.0,5940.340000000001,5940.465437978191,3,1,0.75,0.25,"[0, 0, 1, 0]"
5,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,137,50.0,1036.0,1036.0,5940.340000000001,5939.99389385358,3,2,0.6,0.4,"[0, 0, 1, 0, 1]"
3,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1114.0,1114.0,5862.340000000001,5862.616309894091,2,1,0.6666666666666666,0.3333333333333333,"[0, 1, 0]"
3,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1107.0,1107.0,5869.340000000001,5868.903571517593,0,3,0.0,1.0,"[1, 1, 1]"
3,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1144.0,1144.0,5832.340000000001,5832.274946944449,2,1,0.6666666666666666,0.3333333333333333,"[0, 1, 0]"
3,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1109.0,1109.0,5867.340000000001,5867.143826666069,1,2,0.3333333333333333,0.6666666666666666,"[0, 1, 1]"
3,800.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1125.0,1125.0,5851.340000000001,5850.991993877344,0,3,0.0,1.0,"[1, 1, 1]"
3,400.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1076.0,1076.0,5900.340000000001,5900.638597805878,2,1,0.6666666666666666,0.3333333333333333,"[0, 1, 0]"
3,800.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1186.0,1186.0,5790.340000000001,5789.986931252324,1,2,0.3333333333333333,0.6666666666666666,"[1, 0, 1]"
3,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1109.0,1109.0,5867.340000000001,5867.644467205941,1,2,0.3333333333333333,0.6666666666666666,"[1, 1, 0]"
3,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,940.0,940.0,6036.340000000001,6036.693546817876,1,2,0.3333333333333333,0.6666666666666666,"[1, 0, 1]"
3,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1108.0,1108.0,5868.340000000001,5868.573813216018,0,3,0.0,1.0,"[1, 1, 1]"
3,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1102.0,1102.0,5874.340000000001,5874.737341049052,2,1,0.6666666666666666,0.3333333333333333,"[0, 0, 1]"
3,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1087.0,1087.0,5889.340000000001,5889.426970070465,2,1,0.6666666666666666,0.3333333333333333,"[1, 0, 0]"
3,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1128.0,1128.0,5848.340000000001,5848.244273239517,2,1,0.6666666666666666,0.3333333333333333,"[0, 1, 0]"
3,100.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,1105.0,1105.0,5871.340000000001,5871.123992582244,2,1,0.6666666666666666,0.3333333333333333,"[0, 0, 1]"
4,0.0,-1.0,-1.0,6976.340000000001,3,50.0,100.0,33,50.0,1015.0,1015.0,5961.340000000001,5960.928559978047,3,1,0.75,0.25,"[0, 0, 1, 0]"
5,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,200.0,31,200.0,1020.0,1020.0,5956.340000000001,5956.22498995416,4,1,0.8,0.2,"[0, 0, 1, 0, 0]"
3,400.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,1137.0,1137.0,5839.340000000001,5839.052590190029,2,1,0.6666666666666666,0.3333333333333333,"[1, 0, 0]"
4,0.0,-1.0,-1.0,6976.340000000001,3,50.0,400.0,33,50.0,1094.0,1094.0,5882.340000000001,5882.188597144334,3,1,0.75,0.25,"[1, 0, 0, 0]"
5,0.0,-1.0,-1.0,6976.340000000001,-1,50.0,400.0,137,50.0,1095.0,1095.0,5881.340000000001,5880.939297993684,3,2,0.6,0.4,"[1, 0, 0, 0, 1]"
3,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1130.0,1130.0,5846.340000000001,5846.751539860727,0,3,0.0,1.0,"[1, 1, 1]"
3,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1199.0,1199.0,5777.340000000001,5777.5913355319935,1,2,0.3333333333333333,0.6666666666666666,"[0, 1, 1]"
3,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1089.0,1089.0,5887.340000000001,5887.284734887151,0,3,0.0,1.0,"[1, 1, 1]"
3,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1105.0,1105.0,5871.340000000001,5870.857288011094,2,1,0.6666666666666666,0.3333333333333333,"[0, 1, 0]"
3,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,963.0,963.0,6013.340000000001,6013.272754558081,1,2,0.3333333333333333,0.6666666666666666,"[1, 1, 0]"
3,400.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1137.0,1137.0,5839.340000000001,5839.590955613666,3,0,1.0,0.0,"[0, 0, 0]"
3,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1141.0,1141.0,5835.340000000001,5835.441378075508,1,2,0.3333333333333333,0.6666666666666666,"[1, 1, 0]"
3,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1203.0,1203.0,5773.340000000001,5773.638730003432,3,0,1.0,0.0,"[0, 0, 0]"
3,100.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1108.0,1108.0,5868.340000000001,5868.204609556575,2,1,0.6666666666666666,0.3333333333333333,"[0, 1, 0]"
3,200.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1030.0,1030.0,5946.340000000001,5946.455487704296,2,1,0.6666666666666666,0.3333333333333333,"[0, 1, 0]"
3,800.0,-1.0,-1.0,6976.340000000001,-1,0.0,0.0,0,0.0,1097.0,1097.0,5879.340000000001,5879.043883764968,2,1,0.6666666666666666,0.3333333333333333,"[0, 1, 0]"
3,200.0,-1.0,-1.0,6976.340000000001,2,0.0,0.0,0,0.0,753.0,753.0,6223.340000000001,6223.148745723245,2,1,0.6666666666666666,0.3333333333333333,"[0, 1, 0]"
4,0.0,-1.0,-1.0,6976.340000000001,3,50.0,200.0,33,50.0,670.0,670.0,6306.340000000001,6306.638541717013,3,1,0.75,0.25,"[0, 1, 0, 0]"
5,0.0,-1.0,-1.0,6976.340000000001,4,50.0,200.0,38,200.0,704.0,704.0,6272.340000000001,6272.169196972392,4,1,0.8,0.2,"[0, 1, 0, 0, 0]"
6,0.0,-1.0,-1.0,6976.340000000001,5,50.0,200.0,31,200.0,726.0,726.0,6250.340000000001,6250.349764310453,5,1,0.8333333333333334,0.16666666666666666,"[0, 1, 0, 0, 0, 0]"
7,0.0,-1.0,-1.0,6976.340000000001,6,50.0,200.0,98,50.0,955.0,955.0,6021.340000000001,6021.4144374387215,5,2,0.7142857142857143,0.2857142857142857,"[0, 1, 0, 0, 0, 0, 1]"
8,0.0,-1.0,-1.0,6976.340000000001,7,50.0,200.0,99,50.0,713.0,713.0,6263.340000000001,6262.9822622528445,5,3,0.625,0.375,"[0, 1, 0, 0, 0, 0, 1, 1]"
9,0.0,-1.0,-1.0,6976.340000000001,8,50.0,200.0,105,50.0,855.0,855.0,6121.340000000001,6121.112775398341,5,4,0.5555555555555556,0.4444444444444444,"[0, 1, 0, 0, 0, 0, 1, 1, 1]"
10,0.0,-1.0,-1.0,6976.340000000001,9,50.0,200.0,90,100.0,907.0,907.0,6069.340000000001,6069.289711357099,6,4,0.6,0.4,"[0, 1, 0, 0, 0, 0, 1, 1, 1, 0]"
11,0.0,-1.0,-1.0,6976.340000000001,10,50.0,200.0,107,50.0,883.0,883.0,6093.340000000001,6093.047735064281,6,5,0.5454545454545454,0.45454545454545453,"[0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1]"
12,0.0,-1.0,-1.0,6976.340000000001,11,50.0,200.0,51,50.0,695.0,695.0,6281.340000000001,6280.8519475300845,7,5,0.5833333333333334,0.4166666666666667,"[0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0]"
13,0.0,-1.0,-1.0,6976.340000000001,12,50.0,200.0,91,100.0,721.0,721.0,6255.340000000001,6255.508468253022,8,5,0.6153846153846154,0.38461538461538464,"[0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0]"
14,0.0,-1.0,-1.0,6976.340000000001,13,50.0,200.0,42,50.0,760.0,760.0,6216.340000000001,6216.232767635403,9,5,0.6428571428571429,0.35714285714285715,"[0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0]"
15,0.0,-1.0,-1.0,6976.340000000001,14,50.0,200.0,89,100.0,778.0,778.0,6198.340000000001,6198.246171911282,10,5,0.6666666666666666,0.3333333333333333,"[0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0]"
16,0.0,-1.0,-1.0,6976.340000000001,15,50.0,200.0,106,100.0,887.0,887.0,6089.340000000001,6089.027013109308,10,6,0.625,0.375,"[0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1]"
17,0.0,-1.0,-1.0,6976.340000000001,16,50.0,200.0,7,50.0,916.0,916.0,6060.340000000001,6059.888915096588,11,6,0.6470588235294118,0.35294117647058826,"[0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0]"
18,0.0,-1.0,-1.0,6976.340000000001,17,50.0,200.0,108,50.0,888.0,888.0,6088.340000000001,6088.608860956129,11,7,0.6111111111111112,0.3888888888888889,"[0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1]"
19,0.0,-1.0,-1.0,6976.340000000001,18,50.0,200.0,116,100.0,916.0,916.0,6060.340000000001,6060.174391451237,11,8,0.5789473684210527,0.42105263157894735,"[0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1]"
20,0.0,-1.0,-1.0,6976.340000000001,19,50.0,200.0,119,50.0,965.0,965.0,6011.340000000001,6011.496902789311,11,9,0.55,0.45,"[0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1]"
21,0.0,-1.0,-1.0,6976.340000000001,20,50.0,200.0,136,50.0,881.0,881.0,6095.340000000001,6094.913926639863,11,10,0.5238095238095238,0.47619047619047616,"[0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1]"
22,0.0,-1.0,-1.0,6976.340000000001,21,50.0,200.0,138,50.0,922.0,922.0,6054.340000000001,6054.218894823399,11,11,0.5,0.5,"[0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1]"
